Name,Code,Date,MACD_Sign,EMA_dev_Sign,RSI_Sign,break_30d_Sign,break_52w_Sign,vr_Sign,BBAND_L2_Sign,MACD_Win Rate [%],MACD_SQN,RSI_Win Rate [%],RSI_SQN,EMA_diff_Win Rate [%],EMA_diff_SQN,VR_Win Rate [%],VR_SQN,MAX52w_Win Rate [%],MAX52w_SQN,BB2_Win Rate [%],BB2_SQN,stochastic_Win Rate [%],stochastic_SQN,tsumitate_Win Rate [%],tsumitate_SQN,MAX30d_Win Rate [%],MAX30d_SQN,Price_0d,PL_0d,Price_1d,PL_1d,Price_2d,PL_2d,Price_3d,PL_3d,Price_4d,PL_4d,Price_5d,PL_5d,Price_6d,PL_6d,Price_7d,PL_7d,Price_8d,PL_8d,Price_9d,PL_9d,Price_10d,PL_10d,Price_11d,PL_11d,Price_12d,PL_12d,Price_13d,PL_13d,Price_14d,PL_14d,Price_20d,PL_20d,Price_21d,PL_21d,Price_22d,PL_22d,Price_27d,PL_27d,Price_28d,PL_28d,Price_29d,PL_29d,Price_59d,PL_59d,Price_60d,PL_60d,Price_61d,PL_61d
メイテックグループホールディングス,9744,2024-11-26,0,0,1,0,0,0,0,80.0,4.314088825,100.0,10.40224226,91.76470588,10.28248581,94.0,10.89365762,47.05882353,0.865862649,89.74358974,5.866581072,77.02702703,7.931743907,81.66666667,6.152076151,60.0,2.071883771,2807.5,0.0,2838.5,1.1,2850.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＴＫＣ,9746,2024-11-26,0,1,0,0,0,0,0,33.33333333,-0.242530067,100.0,11.80382169,75.75757576,5.016602215,95.23809524,7.259355593,0.0,-5.0,74.19354839,2.366155492,69.59459459,3.703668813,65.0,1.811846829,44.82758621,-0.788940438,3700.0,0.0,3815.0,3.1,3825.0,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
泉州電業,9824,2024-11-26,0,1,0,0,0,0,0,100.0,4.630100523,95.45454545,7.570678115,71.02803738,4.250396408,84.61538462,4.038247653,56.0,1.212993793,55.17241379,1.752491505,66.88311688,4.698975618,68.33333333,3.204639907,68.57142857,2.632147706,5040.0,0.0,4960.0,-1.6,4960.0,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
トラスコ中山,9830,2024-11-26,0,0,1,0,0,1,1,70.0,0.980265016,57.14285714,1.02808634,67.44186047,1.466732057,77.27272727,2.539444752,0.0,-7.831460674,54.54545455,0.704723895,61.2244898,0.483753422,58.33333333,-0.076405327,52.38095238,-0.067065602,2130.0,0.0,2109.0,-1.0,2113.0,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ニトリホールディングス,9843,2024-11-26,0,0,0,0,0,1,0,50.0,0.925858527,76.47058824,4.113148847,50.98039216,0.156050198,53.84615385,0.792478861,50.0,0.591430312,54.54545455,1.44160258,44.44444444,0.536113359,28.57142857,-0.971361756,53.33333333,1.536361529,18125.0,0.0,18560.0,2.4,18735.0,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イノテック,9880,2024-11-26,0,0,1,0,0,0,0,50.0,0.96839159,85.71428571,1.913535719,56.62650602,3.56342103,64.28571429,2.168500213,37.5,-1.114231645,60.0,2.186412127,60.83916084,3.58432999,56.66666667,2.035942281,54.16666667,0.460583651,1352.0,0.0,1341.0,-0.8,1352.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東テク,9960,2024-11-26,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2471.0,0.0,2411.0,-2.4,2377.0,-3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファーストリテイリング,9983,2024-11-26,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,50060.0,0.0,50860.0,1.6,50720.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^N225,^N225,2024-11-26,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,38020.1,0.0,37989.0,-0.1,37801.6,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^DJI,^DJI,2024-11-25,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,44385.5,0.0,44426.7,0.1,44690.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^NDX,^NDX,2024-11-25,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,20712.4,0.0,20832.4,0.6,20615.4,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
コンステレーション エナジー,CEG,2024-11-25,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,243.0,0.0,249.2,2.6,250.9,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M,MMM,2024-11-25,0,0,0,0,0,1,0,36.36363636,0.673102663,66.66666667,0.838139429,43.01075269,0.462711653,29.26829268,-0.064733092,36.36363636,-1.965204356,24.32432432,-1.200031855,40.76433121,-0.207637732,45.0,0.339168399,41.37931034,0.640680098,127.6,0.0,129.6,1.6,132.4,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アドバンス オート パーツ,AAP,2024-11-25,0,0,0,1,0,0,0,66.66666667,0.391146683,57.14285714,0.846101649,36.11111111,-1.452299339,54.0,0.743577107,78.57142857,2.351779535,30.0,-0.74260136,43.31210191,-0.636279614,51.66666667,0.49912116,51.51515152,-0.09273712,41.4,0.0,42.2,1.9,43.3,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AES,AES,2024-11-25,0,0,1,0,0,1,0,100.0,15.11265986,55.55555556,0.922891401,35.48387097,-0.306137153,35.0,0.706348178,0.0,-21.04556047,20.58823529,-1.875238928,33.76623377,-0.826713737,36.66666667,-0.817098357,25.0,-1.951682435,13.1,0.0,12.5,-4.6,12.6,-3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
エアープロダクツ アンド ケミカルズ,APD,2024-11-25,0,0,0,1,1,0,0,42.85714286,0.156276674,100.0,8.323664116,63.63636364,2.334415267,78.94736842,3.133844814,0.0,-3.531605322,68.29268293,1.44256522,44.52054795,-1.582935738,60.0,-0.479306294,25.0,-2.702435752,333.0,0.0,330.4,-0.8,332.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アメリカン エアラインズ グループ,AAL,2024-11-25,0,0,0,1,0,0,0,12.5,-0.916191918,41.17647059,1.046840842,59.09090909,1.989290122,65.95744681,1.507195681,,0.0,60.60606061,1.070803179,41.29032258,-1.462533532,41.66666667,0.148542105,26.08695652,-1.58481368,14.6,0.0,14.6,0.0,14.5,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アメリカン エキスプレス,AXP,2024-11-25,0,0,0,1,1,0,0,62.5,1.275813405,89.18918919,5.09342233,61.64383562,3.645052169,75.55555556,3.320265527,79.16666667,4.674368233,73.52941176,2.465457184,71.23287671,3.687446757,71.66666667,2.553641006,60.97560976,2.387942522,302.5,0.0,302.0,-0.2,302.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アシュラント,AIZ,2024-11-25,0,0,0,1,1,0,0,75.0,1.398590524,60.0,2.252426251,49.09090909,2.52115843,79.54545455,3.88888749,39.13043478,-1.098239116,58.33333333,1.021355913,59.61538462,3.277981686,45.0,1.515720086,55.0,1.075280927,226.2,0.0,226.1,-0.0,226.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
エイブリー デニソン,AVY,2024-11-25,0,0,0,0,0,1,0,37.5,0.44739135,68.0,1.452275745,50.4587156,2.646920378,60.0,2.845836711,66.66666667,2.274662445,53.125,0.72440429,54.30463576,2.131402207,46.66666667,1.663011932,48.64864865,0.613951255,204.1,0.0,204.4,0.1,204.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
バンク オブ アメリカ,BAC,2024-11-25,0,0,0,1,1,0,0,75.0,1.072056286,85.71428571,2.124221022,71.42857143,2.272326478,60.71428571,1.838965751,56.25,0.172642688,56.66666667,0.00624535,48.90510949,1.915989685,66.66666667,1.472975096,45.0,0.21476655,47.2,0.0,47.2,0.0,47.7,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
バス & ボディ ワークス,BBWI,2024-11-25,0,0,0,1,0,0,0,75.0,1.338562112,62.16216216,0.366336167,43.36283186,2.240340393,54.76190476,2.51269711,60.0,0.759272114,42.30769231,-0.416760975,64.51612903,2.259955829,61.66666667,0.779855342,52.63157895,-0.067900849,34.8,0.0,34.7,-0.3,35.7,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ベクトン ディッキンソン,BDX,2024-11-25,0,0,0,0,0,1,0,46.66666667,0.634507108,77.77777778,1.437699063,73.68421053,3.613512399,74.28571429,3.229437052,0.0,-4.907565038,71.42857143,2.550333342,51.89873418,-0.216599333,53.33333333,0.740525174,37.5,-1.646798238,223.9,0.0,222.7,-0.5,220.4,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
バイオジェン,BIIB,2024-11-25,0,0,0,0,0,1,0,62.5,1.88150884,42.85714286,-0.232626201,60.24096386,3.134069992,59.25925926,2.827244163,0.0,-3.165028945,55.81395349,1.753469726,51.31578947,3.021944505,53.33333333,2.255534798,26.31578947,-0.914424825,158.4,0.0,156.1,-1.5,158.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
バンク オブ ニューヨーク メロン,BK,2024-11-25,0,0,0,1,1,0,0,70.0,2.055565087,48.57142857,0.609515419,66.66666667,4.65359718,65.0,2.708571915,77.27272727,2.157288033,55.0,2.994598983,60.25641026,3.931687137,71.66666667,2.500981924,72.09302326,2.224493771,80.4,0.0,80.3,-0.1,81.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ブロードコム,AVGO,2024-11-25,0,0,0,0,0,1,0,100.0,6.275128161,40.0,1.655039692,69.29824561,6.849005249,66.03773585,5.650874779,65.2173913,4.000741955,62.06896552,3.288583301,70.77922078,7.684464506,73.33333333,5.228095011,71.05263158,5.811856627,162.9,0.0,162.7,-0.1,157.5,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
カーマックス,KMX,2024-11-25,0,0,0,1,0,0,0,85.71428571,1.966606105,39.39393939,1.603048972,43.01075269,0.999648099,37.77777778,0.535918275,0.0,-8.382279019,48.71794872,0.633792464,52.83018868,-0.907871037,51.66666667,0.83762829,25.92592593,-3.640438344,82.2,0.0,83.2,1.2,84.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDW,CDW,2024-11-25,0,0,0,0,0,1,0,100.0,12.4093011,62.5,2.552289265,65.65656566,4.335901538,68.0,2.516719452,50.0,0.390852161,58.62068966,1.637580061,63.39869281,2.034881171,73.33333333,2.788516387,56.0,1.256941192,179.8,0.0,177.4,-1.3,175.8,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
セラニーズ,CE,2024-11-25,0,0,0,0,0,1,0,66.66666667,1.062033075,41.17647059,1.130593595,55.12820513,2.317040285,61.11111111,1.8321614,54.54545455,0.308715448,30.55555556,-0.048147842,48.75,1.078560259,55.0,1.304562558,41.17647059,-0.533922815,74.7,0.0,72.8,-2.5,72.8,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
センターポイント エナジー,CNP,2024-11-25,0,0,0,1,1,0,0,62.5,0.480879503,76.66666667,3.482105895,59.49367089,2.701277576,66.66666667,1.764257306,45.45454545,0.02408422,63.15789474,1.663403718,63.15789474,1.373086089,52.45901639,0.805990722,42.5,-0.413703891,32.0,0.0,32.3,0.9,32.4,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
シンシナティ ファイナンシャル,CINF,2024-11-25,0,0,0,1,1,0,0,83.33333333,1.850936887,51.35135135,1.171139652,72.22222222,3.881882745,72.54901961,5.638613906,33.33333333,-1.80165731,62.16216216,0.653093947,67.56756757,4.619715405,70.0,2.066465735,74.28571429,2.184501239,157.4,0.0,158.6,0.8,159.9,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
シティグループ,C,2024-11-25,0,0,0,1,1,0,0,20.0,0.14409434,54.05405405,1.603640175,59.52380952,1.520512484,50.0,-0.229756611,28.57142857,-1.228548574,46.66666667,0.10026568,34.02777778,-1.48344043,38.33333333,-0.589250938,32.25806452,-0.947028227,70.0,0.0,69.3,-1.0,69.7,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
コメリカ,CMA,2024-11-25,0,0,0,1,1,0,0,85.71428571,2.870508711,74.35897436,2.420892702,63.63636364,1.031023951,34.7826087,-0.101399418,44.44444444,-0.648424914,50.0,-0.625781781,58.97435897,0.500321427,51.66666667,0.759117709,44.82758621,-1.279703439,71.5,0.0,72.0,0.7,72.1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
コノコフィリップス,COP,2024-11-25,0,1,0,0,0,0,0,83.33333333,1.867184219,50.0,1.467149036,64.64646465,4.826058617,60.0,3.323659746,63.15789474,0.817814507,50.0,1.904247668,62.74509804,2.49406359,71.66666667,2.575308319,61.70212766,0.280954088,105.5,0.0,104.9,-0.6,107.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
コパート,CPRT,2024-11-25,0,0,0,1,1,0,0,100.0,13.4684272,55.88235294,2.814760768,66.66666667,4.867401683,70.83333333,3.476562698,57.14285714,0.585559873,55.88235294,2.405065887,67.08074534,6.019844948,61.66666667,3.536551242,64.58333333,3.131202459,63.0,0.0,63.4,0.6,63.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
カミンズ,CMI,2024-11-25,0,0,0,1,1,0,0,50.0,-0.010237517,37.83783784,1.180495665,50.54945055,2.623523277,57.40740741,2.112141747,36.36363636,-1.339169625,37.5,0.801983593,52.7607362,2.546491614,48.33333333,1.822241291,45.16129032,-0.170559375,373.9,0.0,373.5,-0.1,370.1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DR ホートン,DHI,2024-11-25,0,0,0,0,0,1,0,100.0,24.79600986,63.63636364,4.329253818,61.32075472,5.122990689,77.14285714,5.090761835,42.10526316,-0.327055925,56.66666667,2.759588764,57.76397516,4.46931075,56.66666667,3.086258558,60.46511628,2.120884212,167.2,0.0,167.3,0.1,169.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ダナハー,DHR,2024-11-25,0,0,0,0,0,1,0,75.0,1.418161011,85.71428571,3.437125004,55.67010309,1.384427754,75.0,3.406292176,53.84615385,0.702790406,75.0,1.550435697,53.84615385,2.510301437,55.0,1.006866109,48.27586207,0.759273636,235.4,0.0,233.1,-1.0,235.7,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ディア & カンパニー,DE,2024-11-25,0,0,0,1,1,0,0,60.0,0.823967091,75.0,2.544193504,64.44444444,2.123084652,67.74193548,1.985005811,40.0,-0.046996025,63.15789474,1.962316193,54.36241611,1.493186469,43.33333333,0.940598551,35.29411765,-1.274521434,446.7,0.0,454.4,1.7,461.1,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLR,DLR,2024-11-25,0,0,0,1,1,0,0,75.0,1.133121479,70.83333333,2.608048447,65.2173913,2.634970787,76.08695652,3.167191614,36.36363636,-1.068423799,54.54545455,1.154466206,59.5890411,1.928214445,60.0,1.056767837,51.35135135,-0.47462983,191.0,0.0,191.2,0.1,194.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ドミノ ピザ,DPZ,2024-11-25,0,0,0,1,0,0,0,33.33333333,-0.323732216,45.83333333,1.34712567,43.90243902,0.268289138,50.0,1.32107035,58.33333333,0.586144954,60.60606061,0.477379593,44.02515723,1.203069966,51.66666667,0.986082512,48.48484848,1.058737976,460.0,0.0,464.2,0.9,471.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ドーバー,DOV,2024-11-25,0,0,0,1,1,0,0,80.0,1.999044784,50.0,1.214449211,60.20408163,3.785634419,71.05263158,4.376442443,60.0,2.289973982,54.76190476,2.137528268,56.70731707,3.476458504,63.33333333,2.979126318,60.0,2.58181808,205.2,0.0,203.8,-0.7,205.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ダウ,DOW,2024-11-25,0,0,0,0,0,1,0,80.0,1.909989901,66.66666667,2.89368794,58.62068966,2.768889247,66.66666667,1.886633143,40.0,-0.21858052,47.22222222,1.505612208,59.25925926,1.458847576,48.33333333,0.80313241,39.28571429,-1.489495596,45.5,0.0,44.1,-3.1,44.6,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イーライ リリィ,LLY,2024-11-25,0,0,0,0,0,1,0,,0.0,90.47619048,7.449015607,93.61702128,9.694149176,73.17073171,5.255935856,70.58823529,4.424001135,87.09677419,6.2417666,76.77419355,10.53569853,85.0,7.238344736,74.41860465,5.63698923,740.0,0.0,774.0,4.6,780.3,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
エマソン エレクトリック,EMR,2024-11-25,0,0,0,1,1,0,0,50.0,0.129106233,75.0,3.222659295,56.41025641,3.314123912,57.14285714,1.543830786,41.17647059,-0.979734984,50.0,1.602105309,45.39877301,0.750194487,50.0,1.38646568,45.45454545,-0.596713375,130.7,0.0,132.3,1.2,131.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQIX,EQIX,2024-11-25,0,0,0,1,1,0,0,50.0,0.389848892,56.25,1.492023021,54.63917526,1.986493849,57.44680851,1.687286341,11.11111111,-2.281527396,61.36363636,2.379633917,52.38095238,0.589197017,45.0,-0.494441864,52.63157895,-0.385544387,938.5,0.0,961.4,2.4,978.2,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQR,EQR,2024-11-25,0,0,0,1,0,0,0,40.0,0.611656664,39.28571429,-0.198956579,47.91666667,0.124793211,27.27272727,-1.193688363,40.0,-1.024817879,46.51162791,-0.169101341,50.67567568,0.829545633,51.66666667,0.382746337,57.14285714,1.490361641,76.3,0.0,76.4,0.1,77.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F5,FFIV,2024-11-25,0,0,0,1,1,0,0,42.85714286,-0.617075773,56.52173913,1.170606016,57.42574257,0.868553364,66.66666667,2.97513348,25.0,-1.13049878,54.54545455,1.344205297,54.16666667,1.534050327,58.33333333,0.898140228,48.14814815,-0.121583806,247.8,0.0,247.3,-0.2,248.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRT,FRT,2024-11-25,0,0,0,1,0,0,0,71.42857143,1.434486721,87.5,2.864628981,37.97468354,0.700781772,53.33333333,1.926737769,0.0,-2.640208172,31.42857143,-0.635477164,46.40522876,0.169773347,51.66666667,0.9075056,43.24324324,-0.374212967,115.3,0.0,115.2,-0.1,116.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フェデックス,FDX,2024-11-25,0,0,0,1,0,0,0,66.66666667,0.978371029,74.19354839,1.937266879,63.63636364,1.92313504,68.18181818,2.72673197,0.0,-6.823967716,67.44186047,1.242523809,52.5,1.988377995,55.0,1.450437033,36.84210526,-0.492438147,300.6,0.0,299.6,-0.3,301.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フィフス サード バンコープ,FITB,2024-11-25,0,0,0,1,1,0,0,55.55555556,0.4235302,75.0,2.145985376,65.11627907,3.60347731,65.57377049,3.511617666,57.14285714,-0.049111901,53.125,0.952605427,65.35947712,2.750871191,66.66666667,1.538685709,54.54545455,1.08172117,48.4,0.0,48.1,-0.6,48.1,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファーストエナジー,FE,2024-11-25,0,0,0,0,0,1,0,75.0,1.942477026,100.0,5.38060349,55.67010309,1.51933485,58.13953488,1.440401426,33.33333333,-0.221090726,56.75675676,0.941312632,52.44755245,1.031576325,48.33333333,0.110644648,53.33333333,0.187374587,41.7,0.0,42.0,0.7,42.4,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フォーティブ,FTV,2024-11-25,0,0,0,1,0,0,0,50.0,0.576061361,58.06451613,0.508621512,67.44186047,2.411305318,65.51724138,1.962995855,0.0,-5.88661236,40.54054054,-0.100117737,59.21052632,0.414036626,51.66666667,0.72101296,31.25,-1.952061234,78.6,0.0,78.5,-0.1,79.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゼネラル ダイナミクス,GD,2024-11-25,0,1,1,0,0,0,0,80.0,2.118119916,73.07692308,2.939006764,66.66666667,5.020320915,76.0,4.583902513,84.21052632,3.477943657,64.70588235,2.729508958,63.46153846,5.988879361,63.33333333,3.671935407,80.95238095,5.094749979,279.3,0.0,279.6,0.1,282.3,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゼネラル ミルズ,GIS,2024-11-25,0,0,0,0,0,1,0,83.33333333,5.496439514,75.0,3.825568339,82.56880734,6.919710598,81.81818182,3.128425456,56.25,0.529320795,83.78378378,4.477425691,65.2173913,3.469606093,70.0,2.900602454,61.76470588,1.655267769,65.1,0.0,65.4,0.5,66.2,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゼネラル モーターズ,GM,2024-11-25,0,0,0,1,1,0,0,44.44444444,0.843384003,38.46153846,0.863414946,50.0,0.295944372,52.94117647,2.587389091,14.28571429,-2.302062934,45.0,-0.463702894,59.21052632,1.077446297,38.33333333,0.598102722,34.375,-0.864303157,58.9,0.0,54.7,-7.1,55.2,-6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
グローバル ペイメンツ,GPN,2024-11-25,0,0,0,1,0,0,0,45.45454545,-0.214201183,50.0,0.382074899,54.34782609,0.871655569,62.06896552,1.724921296,0.0,-3.997121441,48.8372093,-0.866207185,46.20253165,-2.828776201,35.0,-1.961511001,29.16666667,-1.492564479,117.4,0.0,117.3,-0.1,117.1,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCA ヘルスケア,HCA,2024-11-25,0,1,1,0,0,1,0,75.0,0.907964346,100.0,7.737823603,72.34042553,3.594702219,79.48717949,2.998062227,78.94736842,2.42250193,41.93548387,0.141284978,61.58940397,4.799878675,61.66666667,3.056040732,71.05263158,2.957467473,319.5,0.0,323.8,1.3,324.9,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヘンリー シャイン,HSIC,2024-11-25,0,0,0,1,0,0,0,75.0,2.671467426,66.66666667,1.966643111,83.78378378,5.081714936,36.66666667,-0.503184005,16.66666667,-2.700268603,51.61290323,1.036920809,50.99337748,-1.159503794,40.0,-0.323264842,22.22222222,-2.309644209,76.0,0.0,75.3,-0.9,76.9,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヒルトン ワールドワイド ホールディングス,HLT,2024-11-25,0,0,0,1,1,0,0,88.88888889,2.713618708,90.0,6.034395829,86.48648649,7.580860867,74.35897436,3.992188008,54.16666667,1.973725721,76.66666667,4.038039061,76.12903226,7.082948452,80.0,5.179598939,51.28205128,2.161318405,253.1,0.0,251.9,-0.5,249.7,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ホーム デポ,HD,2024-11-25,0,0,0,1,1,0,0,66.66666667,0.490629924,72.97297297,2.121167063,62.82051282,2.829029779,82.14285714,4.570516137,64.28571429,0.36027466,41.37931034,0.591633239,65.60509554,3.66792595,66.66666667,1.956789847,52.5,1.257491383,424.5,0.0,424.7,0.0,426.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,HST,2024-11-25,0,0,0,1,0,0,0,36.36363636,0.296322159,75.0,1.278504766,75.51020408,4.242621146,75.75757576,3.947754929,0.0,-10.1048384,57.14285714,1.58765655,53.59477124,-0.364093441,46.66666667,0.082746723,32.0,-1.261337149,18.3,0.0,18.2,-0.5,18.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP,HPQ,2024-11-25,0,0,0,1,0,0,0,83.33333333,1.855593907,100.0,43.64860252,76.59574468,4.56739655,83.33333333,3.521689472,18.18181818,-1.802533268,64.28571429,2.267017006,72.18543046,3.863540003,78.33333333,2.8224241,51.61290323,0.435636015,38.2,0.0,38.9,1.8,33.5,-12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヒューマナ,HUM,2024-11-25,0,0,0,1,0,0,0,44.44444444,-0.450111987,64.51612903,1.964690222,56.16438356,1.579343444,70.58823529,2.463468124,66.66666667,1.060807277,52.63157895,0.84095138,59.02777778,1.247484715,50.0,0.442055896,36.36363636,-2.127565156,303.6,0.0,294.5,-3.0,295.0,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハンチントン バンクシェアーズ,HBAN,2024-11-25,0,0,0,1,1,0,0,71.42857143,1.649708613,61.9047619,1.82323935,65.27777778,1.491946242,73.68421053,1.707046594,0.0,-3.820856337,50.0,0.536724373,41.09589041,-1.025789429,58.33333333,0.765641416,25.0,-1.381383132,18.0,0.0,18.1,0.6,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ジャック ヘンリー アンド アソシエーツ,JKHY,2024-11-25,0,0,0,0,0,1,0,66.66666667,1.353373197,100.0,5.248133661,67.34693878,1.944830572,66.66666667,2.133453367,40.0,-0.76784184,67.64705882,1.973790823,57.14285714,0.796531938,58.33333333,0.07070899,30.0,-1.629825379,171.1,0.0,171.7,0.4,173.1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPモルガン チェース,JPM,2024-11-25,0,0,0,1,1,0,0,66.66666667,1.351486249,55.88235294,1.565183705,72.97297297,4.30092404,67.24137931,4.343261395,85.71428571,4.46442653,57.14285714,1.371967288,69.3877551,5.387331932,66.66666667,3.13241442,70.0,3.508545493,249.1,0.0,248.3,-0.3,248.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
