Name,Code,Date,MACD_Sign,EMA_dev_Sign,RSI_Sign,break_30d_Sign,break_52w_Sign,vr_Sign,BBAND_L2_Sign,MACD_Win Rate [%],MACD_SQN,RSI_Win Rate [%],RSI_SQN,EMA_diff_Win Rate [%],EMA_diff_SQN,VR_Win Rate [%],VR_SQN,MAX52w_Win Rate [%],MAX52w_SQN,BB2_Win Rate [%],BB2_SQN,stochastic_Win Rate [%],stochastic_SQN,tsumitate_Win Rate [%],tsumitate_SQN,MAX30d_Win Rate [%],MAX30d_SQN,Price_0d,PL_0d,Price_1d,PL_1d,Price_2d,PL_2d,Price_3d,PL_3d,Price_4d,PL_4d,Price_5d,PL_5d,Price_6d,PL_6d,Price_7d,PL_7d,Price_8d,PL_8d,Price_9d,PL_9d,Price_10d,PL_10d,Price_11d,PL_11d,Price_12d,PL_12d,Price_13d,PL_13d,Price_14d,PL_14d,Price_20d,PL_20d,Price_21d,PL_21d,Price_22d,PL_22d,Price_27d,PL_27d,Price_28d,PL_28d,Price_29d,PL_29d,Price_59d,PL_59d,Price_60d,PL_60d,Price_61d,PL_61d
フルヤ金属,7826,2024-11-26,0,0,1,0,0,0,0,100.0,10.09499371,100.0,8.563890204,56.17977528,2.387522306,73.33333333,5.942850872,14.28571429,-1.860931723,64.28571429,2.344672892,54.96688742,3.256348531,55.0,1.99622543,43.33333333,-0.686505414,3485.0,0.0,3435.0,-1.4,3400.0,-2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
萩原工業,7856,2024-11-26,0,0,1,0,0,0,0,60.0,0.759832686,47.05882353,1.247389683,36.53846154,-0.174550061,54.54545455,0.249241656,83.33333333,3.590435126,50.0,-0.912181029,59.72222222,0.788752685,46.66666667,-0.311611345,51.72413793,0.730487667,1380.0,0.0,1357.0,-1.7,1366.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
タカラトミー,7867,2024-11-26,0,1,0,0,0,0,0,83.33333333,2.660466286,94.28571429,7.275303129,94.05940594,11.60151001,90.0,8.960440414,78.37837838,5.338164398,86.66666667,5.59953785,82.75862069,10.56318386,85.0,6.844562351,79.24528302,7.085251111,3859.0,0.0,3968.0,2.8,4126.0,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＴＯＰＰＡＮホールディングス,7911,2024-11-26,0,1,0,0,0,0,0,57.14285714,0.811787024,85.71428571,4.136114425,62.5,3.278449753,69.09090909,3.890279671,68.96551724,2.892978366,55.26315789,1.172491424,56.81818182,3.114587093,50.0,1.931687458,72.22222222,2.878664403,3954.0,0.0,3934.0,-0.5,3944.0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大日本印刷,7912,2024-11-26,0,1,1,0,0,1,0,60.0,1.288890228,80.76923077,5.16656989,71.42857143,5.234627,73.33333333,5.550452831,68.75,1.126647582,62.5,2.934636856,60.92715232,4.227595263,61.66666667,2.506394253,65.625,1.767994358,2281.0,0.0,2280.0,-0.0,2290.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＮＩＳＳＨＡ,7915,2024-11-26,0,1,1,0,0,0,0,70.0,2.099432692,70.58823529,2.944955909,51.80722892,2.758470997,50.0,2.068395531,44.44444444,-0.219672109,48.64864865,0.832375192,48.42767296,1.612487969,50.0,1.375571933,46.875,-0.721780748,1608.0,0.0,1619.0,0.7,1622.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ニチハ,7943,2024-11-26,0,0,1,0,0,1,0,57.14285714,1.199146169,63.88888889,2.583055371,59.13043478,2.187857214,76.47058824,4.166465895,0.0,-8.419074573,66.66666667,2.15109957,48.25174825,1.82646055,46.66666667,0.775991876,44.0,-0.370996315,2882.0,0.0,2833.0,-1.7,2834.0,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
クリナップ,7955,2024-11-26,0,0,0,0,0,1,0,83.33333333,2.266639436,76.47058824,2.554231482,64.48598131,3.623104766,75.0,3.001543871,11.11111111,-4.686446841,66.66666667,1.723244424,58.66666667,1.565692778,65.0,1.726846383,51.35135135,0.020398659,687.0,0.0,681.0,-0.9,682.0,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
松風,7979,2024-11-26,0,0,1,0,0,1,0,50.0,0.674423606,76.19047619,3.720099809,57.2815534,4.351274073,62.85714286,2.815936879,40.90909091,0.120213945,70.83333333,2.212015012,61.37931034,4.625300595,50.0,1.984650409,56.09756098,1.517989555,2034.0,0.0,2035.0,0.0,2101.0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伊藤忠商事,8001,2024-11-26,0,1,0,0,0,0,0,100.0,89.0,96.96969697,13.70906329,88.39285714,8.89927444,100.0,8.551745873,59.25925926,-0.026266949,78.26086957,2.579219295,78.20512821,6.1329187,73.33333333,4.435000724,64.28571429,1.054229341,7396.0,0.0,7270.0,-1.7,7210.0,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
丸紅,8002,2024-11-26,0,1,0,0,0,0,0,83.33333333,2.68127687,95.83333333,6.834630488,69.52380952,5.26266686,72.22222222,3.164651114,60.71428571,1.932269126,70.37037037,1.777027886,68.98734177,5.732816479,66.66666667,2.981491768,61.36363636,2.718823436,2289.5,0.0,2264.0,-1.1,2252.0,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美津濃,8022,2024-11-26,0,0,0,0,0,1,0,66.66666667,1.103580439,80.0,3.882156251,55.20833333,3.295141467,66.66666667,3.284587369,57.14285714,1.519201553,55.17241379,2.347723953,56.08108108,4.344023444,56.66666667,2.720598799,72.34042553,3.918844796,7590.0,0.0,7730.0,1.8,7930.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
山善,8051,2024-11-26,0,0,1,0,0,0,1,71.42857143,1.694818123,86.95652174,5.57167723,66.66666667,5.182920638,69.64285714,4.618150267,61.11111111,0.567693517,70.0,2.41123787,68.24324324,3.829306637,71.66666667,3.837955652,69.44444444,1.655106563,1276.0,0.0,1263.0,-1.0,1271.0,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三菱商事,8058,2024-11-26,0,1,1,0,0,1,1,100.0,6.385583144,100.0,13.32864518,72.16494845,5.963923194,84.61538462,5.01734877,70.37037037,2.625750807,46.66666667,0.593970106,73.88535032,6.040713992,66.66666667,3.231444821,75.6097561,3.432812598,2527.0,0.0,2522.5,-0.2,2513.0,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ユアサ商事,8074,2024-11-26,0,1,1,0,0,0,0,63.63636364,1.488719263,64.28571429,3.097708276,56.25,3.105130363,67.5,3.209719638,52.94117647,-0.178895325,44.44444444,1.384645597,51.36986301,2.345826381,55.0,1.832731994,72.72727273,3.091384709,4385.0,0.0,4300.0,-1.9,4285.0,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＲＹＯＤＥＮ,8084,2024-11-26,0,0,0,0,0,1,0,87.5,3.668500441,66.66666667,3.827580284,74.41860465,4.536391152,72.54901961,3.998549184,64.70588235,2.842041715,64.86486486,2.52470942,69.73684211,3.833436224,61.66666667,2.225258745,50.0,1.086004245,2298.0,0.0,2231.0,-2.9,2268.0,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
岩谷産業,8088,2024-11-26,0,1,1,0,0,0,0,87.5,5.447715358,50.0,0.388462224,51.35135135,1.375673711,72.0,2.916112659,50.0,-0.273634468,59.25925926,0.605497532,48.29931973,2.598477754,46.66666667,1.193794132,44.44444444,0.518826262,1822.5,0.0,1809.0,-0.7,1823.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アステナホールディングス,8095,2024-11-26,0,0,0,0,0,1,0,60.0,1.179549777,67.85714286,0.516419052,65.45454545,3.20877034,74.19354839,4.090113114,57.14285714,0.400957501,70.0,2.45648174,67.83216783,3.039080812,60.0,2.220251334,60.0,1.289215197,488.0,0.0,482.0,-1.2,476.0,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
明和産業,8103,2024-11-26,0,0,0,0,0,0,1,27.27272727,0.357840339,78.26086957,2.264860614,58.33333333,1.013700087,65.0,2.764801456,100.0,0.0,45.0,0.403723837,41.25874126,0.824663552,35.0,-0.026151602,30.0,0.090281483,630.0,0.0,623.0,-1.1,622.0,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ユニ・チャーム,8113,2024-11-26,0,0,0,0,0,1,0,57.14285714,0.447751928,78.125,3.585213265,71.69811321,3.544782547,84.44444444,5.992400575,33.33333333,-1.112376221,80.0,2.924952987,59.8540146,1.333280755,58.33333333,0.627593539,28.57142857,-2.202940762,3896.0,0.0,3947.0,1.3,3931.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三信電気,8150,2024-11-26,0,0,0,0,0,1,0,66.66666667,1.7109104,71.42857143,2.326574678,62.3655914,1.780036048,52.63157895,1.194163615,50.0,0.091003984,38.88888889,0.138738849,38.96103896,-0.339682214,45.0,0.031432885,32.0,0.393481097,1894.0,0.0,1868.0,-1.4,1867.0,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東陽テクニカ,8151,2024-11-26,0,0,1,0,0,1,0,80.0,2.880461908,85.71428571,8.424309434,79.09090909,4.798765187,87.87878788,5.279188205,12.5,-2.156572781,77.14285714,2.415938858,73.15436242,4.341847652,65.0,2.658921407,58.62068966,1.928734012,1480.0,0.0,1467.0,-0.9,1457.0,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加賀電子,8154,2024-11-26,0,0,0,0,0,0,1,85.71428571,1.776604594,100.0,5.908524697,55.84415584,3.484961515,59.18367347,3.400614354,72.72727273,2.96939846,46.875,1.080466044,64.62585034,5.047976823,68.33333333,2.582054688,76.47058824,4.205411468,2634.0,0.0,2581.0,-2.0,2591.0,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三益半導体工業,8155,2024-11-11,0,0,0,1,1,0,0,30.76923077,-0.010503021,100.0,15.37017502,69.81132075,2.852724481,70.96774194,3.044327281,57.14285714,-0.025516193,55.0,2.147559432,49.30555556,1.567394209,56.66666667,0.824322511,43.47826087,-0.755648906,13784086528.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イオン,8267,2024-11-26,0,1,0,0,0,0,1,50.0,0.940291874,54.54545455,2.089187072,57.89473684,3.144373612,38.18181818,1.231039898,80.0,3.106821297,53.33333333,2.013856968,54.86111111,4.147655943,55.0,2.388845376,60.0,1.836474136,3548.0,0.0,3533.0,-0.4,3530.0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ケーズホールディングス,8282,2024-11-26,0,0,0,0,0,1,0,70.0,1.309115379,78.125,4.433220676,67.46987952,3.178199277,76.47058824,2.346038051,33.33333333,-0.043709889,65.71428571,2.265007166,63.94557823,2.03230226,63.33333333,1.784836458,51.72413793,0.532576577,1393.0,0.0,1382.0,-0.8,1389.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あおぞら銀行,8304,2024-11-26,0,1,1,0,0,0,0,33.33333333,0.091948538,84.61538462,6.056141572,78.31325301,4.51318641,65.38461538,3.153670411,16.66666667,-1.67729943,67.85714286,1.0358815,55.47945205,0.388538106,60.0,0.875313649,33.33333333,-1.439133498,2404.5,0.0,2387.0,-0.7,2395.5,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
山形銀行,8344,2024-11-26,0,0,0,0,0,1,0,42.85714286,-0.914178561,63.33333333,3.098617849,43.03797468,-0.942697125,65.78947368,0.963878119,66.66666667,0.057428922,46.66666667,-0.063488425,47.74193548,-0.196743036,41.66666667,-0.917082408,50.0,0.349406208,950.0,0.0,943.0,-0.7,941.0,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大和証券グループ本社,8601,2024-11-26,0,0,0,0,0,1,0,100.0,4.259787926,75.67567568,4.53617166,76.10619469,4.499288424,85.71428571,6.987645006,60.71428571,2.575800948,75.86206897,1.649531992,69.28571429,4.114410614,58.33333333,2.350438719,57.14285714,2.752914963,993.4,0.0,995.0,0.2,997.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
岡三証券グループ,8609,2024-11-26,0,0,0,0,0,1,0,50.0,1.130921611,80.0,3.309206167,48.0,3.2130108,47.45762712,2.210274919,75.0,2.726466445,47.36842105,1.831100211,55.40540541,2.720182658,48.33333333,2.551193903,69.23076923,3.034429737,629.0,0.0,619.0,-1.6,621.0,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アイザワ証券グループ,8708,2024-11-26,0,0,0,0,0,1,0,75.0,2.741479084,65.625,1.405659227,53.65853659,4.617925992,81.39534884,3.353300935,85.0,3.165860529,42.30769231,0.945809707,66.87116564,5.954516585,61.66666667,2.972845696,75.75757576,3.299671344,1690.0,0.0,1686.0,-0.2,1708.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第一生命ホールディングス,8750,2024-11-26,0,0,0,0,0,1,0,100.0,5.883638833,100.0,13.892481,61.11111111,5.827929933,80.64516129,5.367544512,42.85714286,-1.238416758,67.85714286,2.736348074,66.43356643,6.746603176,68.33333333,3.159179965,52.38095238,0.572411219,3795.0,0.0,3761.0,-0.9,3738.0,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ｔ＆Ｄホールディングス,8795,2024-11-26,0,0,0,0,0,1,0,100.0,5.278456635,87.5,7.718725662,71.17117117,3.257585264,88.46153846,4.517563356,40.0,-0.781909676,72.72727273,2.922097118,68.05555556,2.821518332,51.66666667,1.141996161,56.41025641,0.887767719,2490.5,0.0,2466.5,-1.0,2670.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アドバンスクリエイト,8798,2024-11-26,0,1,1,0,0,1,1,33.33333333,-0.79253067,100.0,7.777380162,57.14285714,0.520967541,70.0,2.447568259,0.0,-3.490531993,61.29032258,0.495367325,53.79746835,0.054510348,58.33333333,0.557138176,54.28571429,-0.387945152,652.0,0.0,635.0,-2.6,629.0,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三井不動産,8801,2024-11-26,0,0,1,0,0,0,0,83.33333333,1.263826808,100.0,15.2708392,48.75,2.128905729,70.96774194,3.104070365,90.90909091,7.215274791,42.42424242,1.683880314,54.60526316,2.447772066,56.66666667,1.89643963,69.6969697,3.959489978,1238.0,0.0,1238.0,0.0,1241.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
京阪神ビルディング,8818,2024-11-26,0,0,0,0,0,1,0,50.0,0.879541923,80.0,3.370482545,62.5,3.355435092,58.92857143,2.207848821,57.14285714,-0.149014892,46.15384615,1.472978915,59.57446809,2.189312509,60.0,1.299456646,46.15384615,-0.608129098,1570.0,0.0,1584.0,0.9,1611.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
空港施設,8864,2024-11-26,0,0,0,0,0,1,0,33.33333333,-0.358687468,56.66666667,1.380421126,58.59375,3.322823736,60.0,1.866822903,16.66666667,-1.266992398,54.83870968,0.404065228,61.93548387,2.427318418,51.66666667,1.20931073,52.38095238,-0.476746219,581.0,0.0,579.0,-0.3,579.0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
エスリード,8877,2024-11-26,0,0,1,0,0,1,0,85.71428571,3.60964903,81.48148148,3.655554576,74.0,6.917029756,74.41860465,5.054366744,84.0,3.388061252,75.0,2.662708861,64.13793103,5.883077631,78.33333333,5.267670218,75.6097561,4.054502026,4310.0,0.0,4260.0,-1.2,4265.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本エスコン,8892,2024-11-26,0,0,0,0,0,1,0,55.55555556,1.156619996,84.0,5.092282553,57.14285714,1.074427291,60.0,1.095604101,50.0,-0.198412207,71.875,1.190036096,53.47222222,-0.960219469,58.33333333,0.100774012,48.0,0.025781454,988.0,0.0,980.0,-0.8,986.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＦＪネクストホールディングス,8935,2024-11-26,0,0,0,0,0,1,0,45.45454545,0.36417189,100.0,4.099749357,73.07692308,4.854137096,67.5,3.688726774,40.0,-0.301818138,40.0,0.924739025,54.42176871,2.264873112,55.0,2.034293677,55.17241379,0.146096509,1120.0,0.0,1110.0,-0.9,1107.0,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西武ホールディングス,9024,2024-11-26,0,1,0,0,0,0,0,50.0,0.231323559,80.76923077,4.552037107,76.04166667,4.046872253,80.55555556,3.628180042,45.45454545,0.399170326,51.61290323,2.164933453,55.03355705,3.539536962,56.66666667,2.597382163,37.5,0.55151287,3139.0,0.0,3101.0,-1.2,3086.0,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鴻池運輸,9025,2024-11-26,0,0,0,1,1,0,0,66.66666667,1.927054586,82.75862069,4.766178372,79.16666667,6.314108011,71.15384615,4.219698381,33.33333333,-0.973372873,52.94117647,1.631076087,57.93103448,3.977403901,60.0,2.925961892,60.60606061,1.697325582,2866.0,0.0,2886.0,0.7,2967.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アルプス物流,9055,2024-11-26,0,0,0,0,0,1,0,88.88888889,5.765907315,100.0,13.37887661,89.8989899,10.07099669,90.90909091,6.545274545,95.45454545,8.330933076,82.14285714,4.539508245,77.33333333,9.14914201,83.33333333,6.292206163,72.97297297,5.377289803,5750.0,0.0,5750.0,0.0,5750.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
トナミホールディングス,9070,2024-11-26,0,0,0,0,0,1,0,50.0,1.149728128,100.0,7.36092427,49.52380952,1.830883661,41.66666667,1.218914173,50.0,-0.541469981,41.37931034,0.369681225,45.58823529,-0.587010276,38.33333333,0.104026801,58.33333333,0.165675685,5470.0,0.0,5440.0,-0.5,5540.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ビーウィズ,9216,2024-11-26,0,0,1,0,0,1,1,50.0,0.689214055,100.0,6.810177912,44.0,0.001778046,60.0,0.876593454,,0.0,52.38095238,0.249874254,34.24657534,-1.306762161,29.03225806,-1.377317615,0.0,-3.162540894,1481.0,0.0,1461.0,-1.4,1459.0,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三菱倉庫,9301,2024-11-26,0,0,0,1,0,0,0,83.33333333,3.370485712,87.5,2.739932234,49.01960784,2.487844423,62.79069767,2.904015852,50.0,-0.04504423,43.24324324,1.48802424,50.0,2.984706277,53.33333333,1.636914142,61.29032258,1.401046038,1081.0,0.0,1065.0,-1.5,1074.0,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大栄環境,9336,2024-11-26,0,0,0,0,0,1,0,100.0,23.28,100.0,52.7,90.90909091,9.119843717,87.5,5.762678132,60.0,0.1988474,81.81818182,2.98251079,87.93103448,8.489184074,81.81818182,4.252324568,71.42857143,1.834970971,2926.0,0.0,2951.0,0.9,2932.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本管財ホールディングス,9347,2024-11-26,0,0,1,0,0,0,0,77.77777778,2.225587635,57.69230769,1.205825504,62.16216216,3.252519839,73.21428571,4.074828642,81.81818182,3.25830512,59.375,1.732458076,62.77372263,3.708949966,61.66666667,2.248233947,60.0,0.815800842,2550.0,0.0,2562.0,0.5,2565.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
エーアイテイー,9381,2024-11-26,0,0,0,0,0,1,0,83.33333333,1.72694384,100.0,7.448457191,81.25,6.316857529,89.47368421,5.656314706,30.0,-0.883479304,76.92307692,2.510711138,79.73856209,7.024106801,78.33333333,3.288147554,53.84615385,1.07883559,1753.0,0.0,1727.0,-1.5,1732.0,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朝日放送グループホールディングス,9405,2024-11-26,0,0,1,0,0,0,0,42.85714286,0.413078967,63.63636364,2.976359475,48.8372093,0.567781979,45.23809524,1.459287589,,0.0,56.25,1.419505295,38.5620915,0.151962223,40.0,0.602759713,35.0,-1.651615328,607.0,0.0,606.0,-0.2,605.0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
テレビ東京ホールディングス,9413,2024-11-26,0,0,0,0,0,1,0,40.0,0.321097672,50.0,2.48594933,41.52542373,1.748741144,57.89473684,2.878666403,66.66666667,0.916758659,53.57142857,1.311029225,37.34177215,0.87004814,35.0,0.504803387,48.14814815,0.316733956,2988.0,0.0,2954.0,-1.1,2959.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京電力ホールディングス,9501,2024-11-26,0,0,1,0,0,1,0,71.42857143,2.332798832,48.48484848,0.32235516,43.43434343,3.354003057,41.66666667,1.483564996,45.45454545,-0.697856714,44.11764706,0.269798612,52.0,3.232092364,58.33333333,3.323574643,60.0,1.327819261,543.5,0.0,533.4,-1.9,538.7,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
関西電力,9503,2024-11-26,0,1,1,0,0,1,0,50.0,0.258911995,100.0,16.75751577,59.04761905,3.238116171,64.81481481,3.116695771,68.18181818,2.232071349,53.125,1.141601491,62.75862069,4.016454872,61.66666667,2.666186871,78.26086957,4.094871893,1827.0,0.0,1823.5,-0.2,1896.5,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国電力,9504,2024-11-26,0,1,0,0,0,0,1,20.0,-0.462685754,57.14285714,0.372770391,42.10526316,-0.715543919,34.7826087,-1.611981021,20.0,-2.502367931,26.31578947,-1.523896982,31.78807947,-4.267346584,38.33333333,-2.54840117,40.0,0.07975657,927.9,0.0,908.0,-2.1,923.1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北陸電力,9505,2024-11-26,0,1,0,0,0,0,0,30.0,-0.734614899,53.84615385,1.606980906,50.46728972,2.076825096,67.44186047,3.645820553,84.61538462,2.609081797,39.28571429,0.108087266,44.85294118,0.521788503,30.0,0.02535969,51.85185185,1.378027223,867.6,0.0,856.1,-1.3,865.0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東北電力,9506,2024-11-26,0,1,0,0,0,0,0,20.0,-0.79886885,66.66666667,1.082445774,33.72093023,0.890825084,30.76923077,1.211486183,72.72727273,1.621997769,27.5862069,-0.057215457,36.0,0.924722268,38.33333333,0.564261208,62.5,2.780919941,1173.5,0.0,1160.5,-1.1,1178.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九州電力,9508,2024-11-26,0,1,1,0,0,1,0,41.66666667,0.255821197,51.61290323,0.961904282,48.97959184,1.501416209,62.5,1.771711052,68.75,1.435315572,53.57142857,0.546915124,53.02013423,2.754947359,61.66666667,3.125243512,58.06451613,2.23389398,1366.0,0.0,1366.0,0.0,1391.5,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道電力,9509,2024-11-26,0,1,1,0,0,0,0,30.0,0.372695923,100.0,7.097829398,57.35294118,1.940652271,60.86956522,2.49250054,73.33333333,2.907456503,76.92307692,3.000961437,46.52777778,2.714173327,48.33333333,1.856732555,59.25925926,2.593780441,822.6,0.0,812.7,-1.2,826.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
広島ガス,9535,2024-11-26,0,0,1,0,0,1,0,88.88888889,2.913401837,71.42857143,0.72014938,61.15107914,4.089407716,58.69565217,2.020973895,0.0,-2.554351053,72.72727273,1.906957439,58.16993464,3.539254155,55.0,1.932231518,43.47826087,-0.686572625,372.0,0.0,370.0,-0.5,372.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ｍ＆Ａ総研ホールディングス,9552,2024-11-26,0,0,1,0,0,1,0,100.0,0.0,37.5,0.593991227,48.8372093,1.047857938,58.33333333,0.346201722,20.0,-0.402681276,47.05882353,0.6041511,51.47058824,0.930197299,46.42857143,0.256990046,33.33333333,0.140909885,2072.0,0.0,2041.0,-1.5,2065.0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
スペース,9622,2024-11-26,0,0,0,0,0,1,0,66.66666667,1.111906546,83.33333333,2.13416472,51.72413793,1.77992246,61.11111111,3.142515782,0.0,-3.532636584,68.96551724,1.734357321,55.55555556,1.776805663,56.66666667,0.956821295,46.15384615,-0.003937648,1120.0,0.0,1126.0,0.5,1129.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
燦ホールディングス,9628,2024-11-26,0,0,1,0,0,0,0,57.14285714,1.005319513,95.65217391,9.076514,86.8852459,8.794668882,82.35294118,8.213489423,36.36363636,-0.759587009,93.10344828,6.566584803,70.70063694,5.767826161,63.33333333,4.054859672,68.75,3.402747608,1038.0,0.0,1028.0,-1.0,1023.0,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ナガワ,9663,2024-11-26,0,0,1,0,0,0,1,10.0,-0.759546668,81.81818182,3.45523698,48.8372093,0.797169245,47.61904762,1.5371086,0.0,-3.1390158,38.46153846,-0.781271732,44.89795918,-0.989671063,35.59322034,-0.386376672,53.57142857,1.751562126,6380.0,0.0,6200.0,-2.8,6250.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＤＴＳ,9682,2024-11-26,0,0,0,0,0,1,0,62.5,1.285815608,93.75,7.683296885,77.27272727,3.87297881,75.0,3.480560809,38.46153846,-0.669847917,77.77777778,3.432160455,57.63888889,2.81115121,50.0,1.08391215,40.74074074,0.557356751,4090.0,0.0,4050.0,-1.0,4085.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
トランス・コスモス,9715,2024-11-26,0,0,0,0,0,1,0,57.14285714,0.843250331,100.0,5.960325666,70.83333333,3.986836194,81.81818182,2.756546786,12.5,-2.054598642,60.0,2.324111884,65.54054054,2.185792399,68.33333333,1.769645941,51.85185185,-0.676427392,3450.0,0.0,3425.0,-0.7,3435.0,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
