Name,Code,Date,Close,break_30d_day,break_52w_day,MACD_SIG_day,MACD_SIG_variation_day,MACD_HIST_week,EMA_25_Deviation_day,EMA_percentile_10,RSI_25_day,RSI_percentile_10,RSI_14_day,RSI_sig_14_day,vr_day,vr_percentile_10,MACD_Sign,EMA_dev_Sign,RSI_Sign,break_30d_Sign,break_52w_Sign,vr_Sign
VNO,VNO,2024-08-16,32.0,32.2,32.2,0.9,0.0,0.6,3.7,-5.0,61.4,37.5,63.5,60.6,149.1,57.1,0,0,0,0,0,0
バルカン マテリアルズ,VMC,2024-08-16,244.4,278.8,278.8,-1.4,-0.4,-2.3,-1.2,-2.8,45.2,42.2,43.0,45.9,83.8,65.7,0,0,0,0,0,0
W.R. バークレー,WRB,2024-08-16,57.6,58.1,59.5,0.8,0.1,0.2,1.6,-2.2,60.9,42.4,65.7,61.5,245.8,69.9,0,0,0,0,0,0
WW グレインジャー,GWW,2024-08-16,966.4,991.9,1034.2,8.0,-0.3,-0.5,0.6,-2.3,54.3,43.1,55.3,54.6,129.4,65.0,0,0,0,0,0,0
ウェスティングハウス エア ブレーキ テクノロジーズ,WAB,2024-08-16,159.3,169.8,170.8,-1.6,0.1,-2.2,1.6,-2.7,50.5,43.4,52.8,45.9,165.5,65.7,0,0,0,0,0,0
ウォルグリーン ブーツ アライアンス,WBA,2024-08-16,10.9,12.3,36.6,-0.6,0.0,-0.2,0.9,-4.1,38.7,35.8,42.8,36.9,88.4,48.9,0,0,0,0,0,0
ウォルマート,WMT,2024-08-16,73.4,74.4,74.4,0.1,0.1,0.2,4.9,-1.6,65.8,42.6,70.0,54.1,87.7,58.7,0,0,0,0,0,0
ウエイスト マネジメント,WM,2024-08-16,205.4,225.0,225.0,-1.7,0.1,-1.9,-0.0,-1.8,47.5,41.9,46.8,46.5,144.8,59.4,0,0,0,0,0,0
ウォーターズ,WAT,2024-08-16,340.0,355.0,367.2,8.2,0.1,2.7,1.5,-3.2,58.4,39.0,61.1,60.1,189.2,60.1,0,0,0,0,0,0
WEC エナジー グループ,WEC,2024-08-16,89.5,92.2,99.3,2.1,0.0,1.2,1.0,-2.3,65.4,39.8,68.9,68.7,271.7,60.8,0,0,0,0,0,0
ウェルズ ファーゴ,WFC,2024-08-16,55.3,61.0,62.5,-1.4,0.0,-1.1,2.1,-3.8,45.9,39.1,47.3,39.3,90.5,58.7,0,0,0,0,0,0
WELL,WELL,2024-08-16,115.9,118.6,118.6,2.7,0.0,1.1,0.4,-2.9,65.7,40.9,65.1,69.3,138.0,64.2,0,0,0,0,0,0
ウエスト ファーマシューティカル サービシズ,WST,2024-08-16,300.4,334.2,415.7,-7.3,0.2,-4.6,1.5,-3.5,45.0,40.2,47.8,42.3,108.2,55.0,0,0,0,0,0,0
ウエスタン デジタル,WDC,2024-08-16,64.1,80.4,81.6,-3.7,0.2,-2.5,3.4,-5.0,44.8,39.5,47.0,39.0,58.8,55.8,0,0,0,0,0,0
ウエスタン ユニオン,WU,2024-08-16,11.8,13.1,14.2,-0.2,0.0,-0.1,0.6,-3.3,44.3,37.7,45.3,41.8,97.2,66.5,0,0,0,0,0,0
ウエストロック,WRK,2024-07-05,51.5,54.8,54.8,-0.4,0.0,-0.4,2.5,-3.5,53.0,40.5,53.9,46.5,71.7,60.2,0,0,0,0,0,0
WY,WY,2024-08-16,29.9,32.2,36.3,0.3,-0.1,0.1,-1.8,-2.9,47.9,39.1,44.8,52.7,86.6,64.9,0,0,0,0,0,0
ワールプール,WHR,2024-08-16,96.7,115.4,160.6,-1.5,-0.0,0.9,1.4,-3.7,48.7,39.0,48.8,45.1,63.6,54.6,0,0,0,0,0,0
ウィリアムズ カンパニーズ,WMB,2024-08-16,44.1,45.1,45.1,0.2,0.0,0.1,1.7,-2.5,57.8,42.3,59.3,54.7,152.9,65.9,0,0,0,0,0,0
ウィン リゾーツ,WYNN,2024-08-16,76.3,87.9,117.9,-3.0,0.0,-1.9,0.4,-4.8,37.9,37.9,40.2,33.6,66.9,55.2,0,0,0,0,0,0
エクセル エナジー,XEL,2024-08-16,60.0,61.9,72.0,1.1,0.0,0.9,2.1,-2.2,62.8,39.4,66.2,63.0,157.9,59.8,0,0,0,0,0,0
ザイレム,XYL,2024-08-16,132.8,143.5,146.1,-1.9,0.1,-1.9,1.1,-3.0,48.1,39.6,49.3,44.1,88.2,57.0,0,0,0,0,0,0
ヤム! ブランズ,YUM,2024-08-16,136.7,137.8,143.2,1.3,0.2,-0.2,1.1,-2.2,58.0,38.8,63.2,59.1,111.8,56.7,0,0,0,0,0,0
ゼブラ テクノロジーズ,ZBRA,2024-08-16,344.1,372.9,372.9,2.8,0.3,1.0,3.6,-4.1,59.5,38.6,62.7,55.6,154.7,54.6,0,0,0,0,0,0
ジンマー バイオメット ホールディングス,ZBH,2024-08-16,110.7,113.9,149.2,-0.2,0.0,-0.3,1.3,-3.0,50.4,37.2,53.9,49.1,100.7,49.0,0,0,0,0,0,0
ザイオンズ バンコープ,ZION,2024-08-16,46.6,53.3,53.3,0.2,-0.1,0.2,0.2,-4.3,51.2,39.6,48.2,48.7,94.1,63.7,0,0,0,0,0,0
ゾエティス,ZTS,2024-08-16,183.7,190.2,201.9,2.2,-0.0,1.9,-0.1,-2.9,54.4,39.4,53.5,56.4,73.7,60.3,0,0,0,0,0,0
