Name,Code,Date,Close,break_30d_day,break_52w_day,MACD_SIG_day,MACD_SIG_variation_day,MACD_HIST_week,EMA_25_Deviation_day,EMA_percentile_10,RSI_25_day,RSI_percentile_10,RSI_14_day,RSI_sig_14_day,vr_day,vr_percentile_10,MACD_Sign,EMA_dev_Sign,RSI_Sign,break_30d_Sign,break_52w_Sign,vr_Sign
ウィルグループ,6089,2024-07-17,1038.0,1050.0,1260.0,10.7,0.4,4.1,1.3,-3.7,55.9,39.3,61.7,58.1,130.3,55.5,0,0,0,0,0,0
メドピア,6095,2024-07-17,640.0,640.0,1548.0,-1.7,0.9,8.2,3.9,-6.5,54.1,36.8,61.8,50.4,146.8,55.3,0,0,0,0,0,0
リクルートホールディングス,6098,2024-07-17,9338.0,9550.0,9550.0,368.4,8.9,178.1,1.8,-3.8,69.3,40.0,70.9,72.0,171.4,59.6,0,0,0,0,0,0
エラン,6099,2024-07-17,940.0,950.0,1127.0,6.5,1.7,4.4,2.3,-3.6,56.9,39.3,63.7,56.9,125.2,54.5,0,0,0,0,0,0
ツガミ,6101,2024-07-17,1529.0,1602.0,1602.0,20.7,-0.9,14.9,-0.5,-4.0,55.6,40.9,52.3,56.6,131.6,62.4,0,0,0,0,0,0
オークマ,6103,2024-07-17,8180.0,8165.0,8165.0,251.4,15.3,111.8,4.2,-3.0,72.0,40.1,82.3,73.6,508.7,53.1,0,0,0,1,1,0
芝浦機械,6104,2024-07-17,3905.0,3945.0,5020.0,63.2,-0.5,50.7,1.8,-3.5,59.4,40.7,62.7,58.6,135.9,57.6,0,0,0,0,0,0
アマダ,6113,2024-07-17,1890.5,1882.5,1911.5,25.9,1.5,5.3,2.2,-3.0,61.3,42.0,66.7,61.0,109.5,61.5,0,0,0,1,0,0
アイダエンジニアリング,6118,2024-07-17,898.0,917.0,1039.0,1.7,-0.1,1.2,0.7,-2.8,52.5,40.5,54.3,51.1,129.5,60.9,0,0,0,0,0,0
ＦＵＪＩ,6134,2024-07-17,2680.5,2725.5,2848.0,30.3,3.0,1.5,0.8,-2.9,57.7,42.1,63.2,61.4,189.0,65.8,0,0,0,0,0,0
牧野フライス製作所,6135,2024-07-17,7130.0,7260.0,7260.0,101.0,8.2,62.1,2.1,-3.2,61.2,42.6,64.8,60.9,138.3,69.3,0,0,0,0,0,0
オーエスジー,6136,2024-07-17,2078.0,2092.5,2206.0,4.3,3.6,1.1,4.4,-3.3,61.3,40.2,70.1,54.6,127.7,63.4,0,0,0,0,0,0
旭ダイヤモンド工業,6140,2024-07-17,993.0,1001.0,1004.0,17.4,-0.2,7.7,1.5,-2.8,59.8,42.0,62.3,61.4,134.1,57.7,0,0,0,0,0,0
ＤＭＧ森精機,6141,2024-07-17,4379.0,4501.0,4810.0,-34.5,2.3,-67.4,3.2,-3.3,53.9,42.8,56.8,46.9,76.6,64.0,0,0,0,0,0,0
ソディック,6143,2024-07-17,747.0,754.0,805.0,5.5,0.3,3.0,1.0,-3.1,57.1,39.4,60.2,58.1,136.8,51.5,0,0,0,0,0,0
ディスコ,6146,2024-07-17,60610.0,68850.0,68850.0,1240.6,-83.1,-260.9,-4.4,-3.3,50.4,44.4,46.0,55.5,136.0,73.1,0,1,0,0,0,0
日東工器,6151,2024-07-17,2260.0,2451.0,2497.0,-18.7,-2.5,-12.7,0.7,-2.7,48.9,41.1,46.8,43.5,188.3,54.4,0,0,0,0,0,0
日進工具,6157,2024-07-17,972.0,1026.0,1204.0,5.3,-0.9,7.8,-0.9,-3.2,49.6,40.5,47.0,51.7,119.5,59.5,0,0,0,0,0,0
冨士ダイス,6167,2024-07-17,886.0,885.0,1255.0,24.5,-0.0,15.7,2.4,-2.5,66.4,42.2,67.0,67.2,101.2,58.6,0,0,0,1,0,0
日本郵政,6178,2024-07-17,1664.5,1698.0,1698.0,39.9,0.4,10.1,0.7,-2.3,63.7,42.2,65.8,68.6,226.1,54.4,0,0,0,0,0,0
ベルシステム２４ホールディングス,6183,2024-07-17,1503.0,1618.0,1862.0,0.9,-2.0,-4.4,-1.8,-2.8,45.1,39.3,42.3,47.6,77.2,48.8,0,0,0,0,0,0
鎌倉新書,6184,2024-07-17,442.0,575.0,1197.0,-23.7,1.7,-11.0,2.3,-5.9,41.8,35.2,45.9,37.6,60.9,47.9,0,0,0,0,0,0
エアトリ,6191,2024-07-17,1392.0,1421.0,3040.0,-3.2,0.4,23.4,3.2,-5.8,52.3,36.7,57.4,48.8,117.3,51.3,0,0,0,0,0,0
アトラエ,6194,2024-07-17,933.0,899.0,1311.0,49.0,1.4,55.1,8.5,-6.1,71.6,35.5,75.4,68.2,174.3,53.5,0,0,0,1,0,0
ストライク,6196,2024-07-17,4720.0,4750.0,5570.0,67.1,1.5,-6.4,2.6,-4.5,56.1,40.8,60.5,56.1,109.8,56.7,0,0,0,0,0,0
ソラスト,6197,2024-07-17,497.0,488.0,718.0,1.2,0.8,4.8,3.8,-3.9,58.1,36.1,67.6,55.2,110.2,54.0,0,0,0,1,0,0
インソース,6200,2024-07-17,890.0,960.0,1653.0,-15.3,1.8,5.8,3.9,-5.3,52.2,39.7,55.7,46.0,97.7,63.1,0,0,0,0,0,0
豊田自動織機,6201,2024-07-17,13780.0,14665.0,16265.0,-94.8,8.6,-233.3,0.5,-2.9,48.0,43.1,50.1,47.1,103.8,67.1,0,0,0,0,0,0
リケンＮＰＲ,6209,2024-07-17,2858.0,2891.0,,17.1,1.1,-60.7,0.9,-1.9,53.3,44.4,57.1,54.5,134.9,45.1,0,0,0,0,0,0
島精機製作所,6222,2024-07-17,1763.0,1774.0,2017.0,48.3,-0.8,47.5,1.9,-3.8,63.2,36.6,64.2,64.1,197.7,50.4,0,0,0,0,0,0
オプトラン,6235,2024-07-17,2152.0,2245.0,2644.0,25.5,1.7,6.5,0.2,-3.9,53.9,39.2,54.1,55.3,80.8,52.6,0,0,0,0,0,0
イワキポンプ,6237,2024-07-17,3135.0,3345.0,3345.0,122.0,4.5,41.8,3.2,-3.1,62.9,42.4,65.0,66.3,279.4,62.3,0,0,0,0,0,0
フリュー,6238,2024-07-17,1080.0,1111.0,1762.0,-6.4,1.3,-1.0,1.3,-4.2,48.8,38.8,55.4,48.7,132.5,58.6,0,0,0,0,0,0
ヤマシンフィルタ,6240,2024-07-17,544.0,484.0,578.0,13.5,2.4,8.4,20.9,-4.6,75.0,35.5,84.1,65.1,491.1,44.2,0,0,0,1,0,0
日阪製作所,6247,2024-07-17,1086.0,1075.0,1105.0,3.8,0.5,0.2,2.7,-2.2,57.8,44.1,62.1,53.5,169.8,65.2,0,0,0,1,0,0
やまびこ,6250,2024-07-17,2306.0,2400.0,2400.0,42.6,-2.4,5.8,0.8,-3.0,58.6,41.7,57.7,59.0,189.2,64.5,0,0,0,0,0,0
野村マイクロ・サイエンス,6254,2024-07-17,4045.0,4740.0,6370.0,-149.3,3.6,-208.6,-1.6,-4.7,41.7,42.3,39.2,38.9,79.8,66.2,0,0,0,0,0,0
平田機工,6258,2024-07-17,6900.0,6960.0,8910.0,-34.8,8.8,-46.1,2.2,-3.9,51.7,39.2,58.6,49.2,109.1,57.2,0,0,0,0,0,0
ＰＥＧＡＳＵＳ,6262,2024-07-17,599.0,610.0,838.0,14.9,-0.5,10.7,1.1,-3.7,62.7,37.2,65.4,64.6,261.5,48.6,0,0,0,0,0,0
マルマエ,6264,2024-07-17,1991.0,2236.0,2419.0,7.5,-3.3,-7.6,-3.4,-5.0,46.4,41.5,41.5,49.5,66.0,60.0,0,0,0,0,0,0
タツモ,6266,2024-07-17,3590.0,3860.0,4490.0,-30.1,4.3,-67.4,1.1,-5.1,49.5,42.7,51.5,48.4,107.7,60.4,0,0,0,0,0,0
ナブテスコ,6268,2024-07-17,2848.0,2835.5,3795.0,30.6,1.5,26.7,1.7,-3.5,59.1,38.2,64.6,59.6,183.9,59.1,0,0,0,1,0,0
三井海洋開発,6269,2024-07-17,2958.0,3010.0,3460.0,11.6,3.5,-46.5,2.8,-4.5,54.9,37.6,60.2,53.3,150.1,55.1,0,0,0,0,0,0
レオン自動機,6272,2024-07-17,1707.0,1744.0,1744.0,27.3,-0.9,13.5,1.8,-3.2,57.6,40.3,59.1,56.5,146.8,54.7,0,0,0,0,0,0
ＳＭＣ,6273,2024-07-17,81420.0,83870.0,93220.0,400.3,115.3,-385.4,0.6,-3.1,53.3,41.8,57.9,56.1,147.8,64.3,0,0,0,0,0,0
ホソカワミクロン,6277,2024-07-17,4315.0,4445.0,4885.0,-23.8,6.8,-33.5,2.6,-3.1,52.6,42.1,58.2,49.4,170.1,61.3,0,0,0,0,0,0
ユニオンツール,6278,2024-07-17,6010.0,6380.0,6380.0,121.9,-9.1,66.5,0.0,-2.5,58.2,41.7,54.2,57.5,132.7,65.9,0,0,0,0,0,0
瑞光,6279,2024-07-17,1060.0,1157.0,1960.0,-1.8,-0.3,0.6,-0.7,-3.1,44.5,36.5,46.0,48.0,69.4,48.1,0,0,0,0,0,0
オイレス工業,6282,2024-07-17,2369.0,2400.0,2432.0,19.1,-0.6,-2.5,0.7,-2.0,55.1,42.5,55.9,55.3,65.2,54.9,0,0,0,0,0,0
日精エー・エス・ビー機械,6284,2024-07-17,5510.0,5690.0,5690.0,93.3,-4.1,26.3,0.0,-3.7,58.3,40.4,58.2,60.9,171.3,61.4,0,0,0,0,0,0
サトーホールディングス,6287,2024-07-17,2233.0,2264.0,2467.0,22.2,1.3,2.7,0.8,-3.1,55.0,37.8,58.2,56.8,164.0,58.1,0,0,0,0,0,0
技研製作所,6289,2024-07-17,1911.0,2033.0,2955.0,10.4,-1.2,2.9,-1.4,-3.4,48.0,36.7,46.5,52.2,80.8,49.9,0,0,0,0,0,0
日精樹脂工業,6293,2024-07-17,1065.0,1090.0,1241.0,-0.5,-0.2,-4.9,1.9,-2.7,51.6,41.1,55.5,49.1,111.4,56.7,0,0,0,0,0,0
オカダアイヨン,6294,2024-07-17,2469.0,2534.0,3205.0,-26.2,0.8,-56.2,1.5,-2.6,46.4,41.9,51.5,43.2,88.1,55.7,0,0,0,0,0,0
ワイエイシイホールディングス,6298,2024-07-17,2584.0,2779.0,3610.0,56.6,-0.1,39.8,-1.1,-4.8,54.5,40.2,53.8,58.7,179.6,51.6,0,0,0,0,0,0
小松製作所,6301,2024-07-17,5066.0,4998.0,4998.0,76.8,3.3,25.5,4.0,-2.9,61.5,40.5,65.6,59.3,119.4,62.3,0,0,0,1,1,0
住友重機械工業,6302,2024-07-17,4500.0,4388.0,4840.0,4.6,4.9,-34.2,5.1,-3.1,58.5,41.8,65.3,52.1,131.6,61.6,0,0,0,1,0,0
日立建機,6305,2024-07-17,4738.0,4582.0,4927.0,58.0,7.3,10.1,5.1,-3.6,62.2,40.5,69.1,60.0,204.3,59.9,0,0,0,1,0,0
日工,6306,2024-07-17,784.0,811.0,811.0,10.9,-0.5,2.6,0.3,-1.8,57.5,42.9,57.9,59.7,128.9,68.8,0,0,0,0,0,0
巴工業,6309,2024-07-17,4780.0,5000.0,5000.0,87.4,-4.2,5.9,0.3,-2.0,57.0,43.4,56.1,57.7,185.8,56.5,0,0,0,0,0,0
井関農機,6310,2024-07-17,1050.0,1074.0,1299.0,3.2,-0.3,7.1,0.7,-3.3,52.8,39.6,54.1,52.0,130.4,57.9,0,0,0,0,0,0
ＴＯＷＡ,6315,2024-07-17,10130.0,11980.0,14560.0,-134.1,-17.3,-303.2,-6.5,-4.7,43.6,41.0,37.3,45.4,81.9,64.2,0,1,0,0,0,0
ローツェ,6323,2024-07-17,28060.0,35300.0,35300.0,613.0,-107.6,-392.6,-10.5,-4.8,44.7,41.7,37.0,53.6,67.6,65.8,0,1,0,0,0,0
クボタ,6326,2024-07-17,2334.5,2319.0,2565.0,-6.6,1.7,-14.5,3.2,-3.1,54.3,40.4,59.9,49.5,98.7,62.6,0,0,0,1,0,0
荏原実業,6328,2024-07-17,4630.0,4840.0,4840.0,234.9,6.9,112.9,3.0,-2.5,68.1,41.5,68.0,74.2,286.5,65.9,0,0,0,0,0,0
東洋エンジニアリング,6330,2024-07-17,853.0,928.0,1070.0,-18.9,0.2,-20.5,0.8,-4.1,44.7,40.0,44.3,38.5,71.6,51.1,0,0,0,0,0,0
三菱化工機,6331,2024-07-17,4280.0,4430.0,4485.0,46.6,-3.5,-8.4,0.3,-2.5,54.7,42.6,54.0,54.7,152.4,61.7,0,0,0,0,0,0
月島ホールディングス,6332,2024-07-17,1558.0,1520.0,1520.0,23.4,1.1,9.1,3.9,-2.8,63.9,42.0,70.9,61.8,207.3,68.9,0,0,0,1,1,0
帝国電機製作所,6333,2024-07-17,2665.0,2650.0,3170.0,53.4,1.1,34.6,2.2,-2.8,63.2,40.8,69.7,66.2,357.0,63.9,0,0,0,1,0,0
新東工業,6339,2024-07-17,1168.0,1173.0,1360.0,8.1,0.7,-5.5,2.2,-2.4,55.9,41.7,64.1,56.2,147.5,57.3,0,0,0,0,0,0
澁谷工業,6340,2024-07-17,3655.0,4120.0,4120.0,-51.8,2.2,-42.0,2.1,-2.9,51.0,41.0,51.5,46.0,58.9,55.7,0,0,0,0,0,0
アイチ　コーポレーション,6345,2024-07-17,1246.0,1299.0,1299.0,21.5,-1.0,6.5,-0.3,-2.2,56.8,42.5,55.5,59.7,180.6,63.8,0,0,0,0,0,0
小森コーポレーション,6349,2024-07-17,1374.0,1412.0,1412.0,25.7,-1.1,10.7,0.6,-3.5,58.6,41.6,58.7,60.7,145.8,59.2,0,0,0,0,0,0
鶴見製作所,6351,2024-07-17,4185.0,4940.0,4940.0,41.2,-15.8,17.7,-2.3,-2.7,49.0,44.6,42.6,48.8,111.1,65.6,0,0,0,0,0,0
酒井重工業,6358,2024-07-17,6200.0,6080.0,7150.0,9.6,5.3,-27.8,3.9,-2.6,57.1,42.3,66.0,52.7,106.4,57.8,0,0,0,1,0,0
荏原製作所,6361,2024-07-17,2332.5,2585.0,2859.0,7.5,-2.8,-56.1,-4.5,-3.2,44.7,42.3,40.9,49.8,93.9,67.5,0,1,0,0,0,0
酉島製作所,6363,2024-07-17,3260.0,3500.0,3500.0,-14.4,0.8,-20.4,2.7,-2.4,55.5,43.8,57.0,48.3,111.1,60.6,0,0,0,0,0,0
北越工業,6364,2024-07-17,2363.0,2581.0,2734.0,20.1,-3.4,23.8,1.1,-2.8,54.6,41.5,53.4,52.3,80.5,69.4,0,0,0,0,0,0
ダイキン工業,6367,2024-07-17,22865.0,23600.0,31330.0,14.3,4.2,128.3,-0.4,-3.0,50.8,40.3,49.3,50.9,133.0,66.0,0,0,0,0,0,0
オルガノ,6368,2024-07-17,7660.0,8940.0,8940.0,-81.8,-16.0,-146.5,-3.0,-3.0,43.3,44.4,33.9,41.7,56.8,68.4,0,0,1,0,0,1
トーヨーカネツ,6369,2024-07-17,3885.0,4010.0,4780.0,-8.9,-1.2,-51.1,-0.5,-2.4,45.3,42.6,45.2,46.9,152.4,63.7,0,0,0,0,0,0
栗田工業,6370,2024-07-17,7075.0,7182.0,7182.0,94.8,0.7,21.8,1.0,-3.0,60.9,42.8,63.9,61.5,256.6,64.9,0,0,0,0,0,0
椿本チエイン,6371,2024-07-17,6580.0,6580.0,6580.0,156.0,1.8,53.7,2.2,-2.6,69.7,42.0,72.3,69.9,383.7,63.3,0,0,0,0,0,0
日機装,6376,2024-07-17,1232.0,1229.0,1303.0,-3.5,2.1,-12.7,3.0,-3.5,55.3,40.2,61.6,51.3,94.7,57.7,0,0,0,1,0,0
レイズネクスト,6379,2024-07-17,1882.0,1906.0,2398.0,1.7,1.7,-29.6,1.0,-2.5,51.1,42.7,55.2,52.0,208.8,66.8,0,0,0,0,0,0
アネスト岩田,6381,2024-07-17,1639.0,1700.0,1700.0,46.1,-2.0,22.1,1.2,-2.4,65.5,43.2,65.5,65.1,182.6,68.7,0,0,0,0,0,0
ダイフク,6383,2024-07-17,2962.0,3059.0,3678.0,6.3,0.1,-33.9,-0.9,-3.9,46.7,39.4,47.1,51.6,83.9,58.1,0,0,0,0,0,0
サムコ,6387,2024-07-17,4755.0,4980.0,6930.0,67.4,24.3,21.1,3.8,-4.4,59.7,41.2,66.0,60.5,162.6,53.2,0,0,0,0,0,0
加藤製作所,6390,2024-07-17,1333.0,1326.0,1575.0,-6.1,1.4,-12.4,3.5,-3.3,52.8,39.5,58.4,48.9,97.2,53.5,0,0,0,1,0,0
タダノ,6395,2024-07-17,1222.5,1199.5,1367.0,8.6,1.8,-0.5,4.1,-3.3,58.4,41.6,66.7,56.6,129.1,64.2,0,0,0,1,0,0
フジテック,6406,2024-07-17,4490.0,4515.0,4515.0,64.5,0.7,38.8,2.0,-2.8,63.0,44.1,65.1,61.1,176.5,62.8,0,0,0,0,0,0
ＣＫＤ,6407,2024-07-17,3210.0,3455.0,3590.0,44.9,-1.1,-14.9,-2.9,-3.8,50.1,42.0,47.3,55.8,126.2,63.9,0,0,0,0,0,0
平和,6412,2024-07-17,2115.0,2107.0,2720.0,14.9,0.6,19.4,1.7,-2.3,62.0,38.6,67.6,60.5,174.0,62.1,0,0,0,1,0,0
理想科学工業,6413,2024-07-17,3080.0,3500.0,3500.0,9.1,-6.8,-17.6,-2.9,-3.2,45.6,43.6,39.6,48.6,145.5,66.2,0,0,0,0,0,0
ＳＡＮＫＹＯ,6417,2024-07-17,1778.5,1844.5,1921.8,47.0,-1.6,11.9,-0.2,-2.2,59.0,42.2,59.4,65.2,154.3,62.0,0,0,0,0,0,0
日本金銭機械,6418,2024-07-17,1099.0,1434.0,1726.0,-34.3,-5.2,-24.8,-3.7,-3.5,36.5,40.7,30.7,37.5,48.0,53.0,0,1,1,0,0,1
マースグループホールディングス,6419,2024-07-17,3760.0,3960.0,3960.0,68.3,-6.2,30.5,-1.1,-2.3,55.0,42.7,50.4,56.8,106.6,61.5,0,0,0,0,0,0
フクシマガリレイ,6420,2024-07-17,6920.0,6840.0,6840.0,95.0,3.2,30.6,3.4,-2.9,61.8,42.2,66.4,58.5,123.5,71.0,0,0,0,1,1,0
ダイコク電機,6430,2024-07-17,3860.0,4165.0,6120.0,57.0,-8.7,43.9,-2.0,-3.6,50.2,38.5,44.7,53.2,122.1,52.4,0,0,0,0,0,0
竹内製作所,6432,2024-07-17,5500.0,6050.0,6700.0,-43.1,-3.1,-98.8,-3.2,-2.9,42.3,42.9,36.4,44.8,44.6,53.1,0,1,1,0,0,1
アマノ,6436,2024-07-17,4139.0,4245.0,4245.0,71.2,-1.7,17.3,-0.4,-2.5,58.3,40.9,56.4,63.4,303.8,59.8,0,0,0,0,0,0
ＪＵＫＩ,6440,2024-07-17,538.0,570.0,673.0,4.2,0.6,2.2,1.9,-3.8,55.2,36.4,58.5,54.6,139.5,44.5,0,0,0,0,0,0
ジャノメ,6445,2024-07-17,710.0,705.0,780.0,2.9,0.4,3.2,2.4,-2.9,59.9,39.8,66.5,55.6,151.0,53.3,0,0,0,1,0,0
ブラザー工業,6448,2024-07-17,3200.0,3148.0,3148.0,38.7,6.1,10.3,4.4,-2.9,62.9,39.7,69.0,59.7,171.3,60.9,0,0,0,1,1,0
マックス,6454,2024-07-17,3775.0,3935.0,3935.0,24.5,-3.0,0.9,0.2,-2.1,54.2,42.3,52.0,52.4,84.8,62.9,0,0,0,0,0,0
モリタホールディングス,6455,2024-07-17,1837.0,1878.0,1937.0,1.5,-0.4,-0.7,1.3,-2.5,54.7,40.2,55.6,50.2,71.0,58.6,0,0,0,0,0,0
グローリー,6457,2024-07-17,2791.5,2885.0,3232.0,1.4,-0.5,0.0,0.5,-2.6,50.5,41.6,51.7,50.2,145.9,63.1,0,0,0,0,0,0
新晃工業,6458,2024-07-17,4245.0,4405.0,4490.0,71.5,4.4,-20.0,0.8,-2.8,56.5,40.1,57.4,57.8,125.5,56.1,0,0,0,0,0,0
大和冷機工業,6459,2024-07-17,1598.0,1629.0,1693.0,17.4,0.6,3.3,1.1,-2.9,55.0,43.1,57.3,55.7,105.8,67.7,0,0,0,0,0,0
セガサミーホールディングス,6460,2024-07-17,2483.5,2529.0,3219.0,54.5,-0.3,54.1,0.8,-2.7,61.9,39.0,62.3,63.8,111.3,57.3,0,0,0,0,0,0
ＴＰＲ,6463,2024-07-17,2548.0,2602.0,2602.0,30.4,-1.1,1.2,1.2,-3.3,57.7,41.6,57.8,56.5,126.2,62.8,0,0,0,0,0,0
ツバキ・ナカシマ,6464,2024-07-17,839.0,841.0,1189.0,8.1,0.7,2.3,1.7,-4.6,57.2,36.7,61.3,57.3,100.4,49.6,0,0,0,0,0,0
ホシザキ,6465,2024-07-17,4975.0,5858.0,6294.0,-134.9,2.0,-81.9,0.4,-2.8,42.1,40.8,41.6,36.9,118.7,57.3,0,0,0,0,0,0
日本精工,6471,2024-07-17,827.3,823.9,931.6,7.9,0.9,1.2,1.9,-3.2,58.4,38.5,67.2,60.3,234.1,54.2,0,0,0,1,0,0
ＮＴＮ,6472,2024-07-17,335.9,335.5,378.0,4.3,0.4,1.9,2.8,-4.0,59.8,39.7,63.7,58.8,128.7,61.5,0,0,0,1,0,0
ジェイテクト,6473,2024-07-17,1138.0,1163.5,1523.0,-6.2,1.0,-10.5,1.0,-3.8,47.5,39.1,52.4,48.1,137.4,49.9,0,0,0,0,0,0
不二越,6474,2024-07-17,3415.0,3540.0,4260.0,-11.2,-3.3,12.0,0.9,-3.2,49.5,39.7,49.6,44.4,85.6,57.1,0,0,0,0,0,0
ミネベアミツミ,6479,2024-07-17,3734.0,3662.0,3662.0,88.3,5.1,49.5,4.6,-3.5,68.8,41.7,75.2,66.7,162.3,64.0,0,0,0,1,1,0
日本トムソン,6480,2024-07-17,630.0,650.0,690.0,5.7,0.0,-0.4,-0.2,-3.7,52.3,41.7,53.0,55.4,175.7,59.5,0,0,0,0,0,0
ＴＨＫ,6481,2024-07-17,3093.0,3145.0,3674.0,-22.1,8.1,-38.6,2.9,-3.7,53.2,40.4,62.0,50.5,88.2,56.4,0,0,0,0,0,0
イーグル工業,6486,2024-07-17,1903.0,1953.0,1953.0,7.0,-1.0,-0.8,0.9,-2.9,54.4,41.5,54.7,51.7,100.9,56.5,0,0,0,0,0,0
日本ピラー工業,6490,2024-07-17,5600.0,5700.0,6700.0,25.0,8.3,-82.7,1.2,-3.3,53.2,42.5,57.9,55.3,166.1,67.1,0,0,0,0,0,0
キッツ,6498,2024-07-17,1159.0,1154.0,1398.0,-5.2,1.1,-15.7,1.7,-2.9,50.1,41.0,57.6,49.0,96.8,68.5,0,0,0,1,0,0
日立製作所,6501,2024-07-17,3807.0,3892.0,3892.0,139.5,-1.4,56.8,1.8,-2.7,65.4,42.6,64.9,66.5,86.8,61.6,0,0,0,0,0,0
三菱電機,6503,2024-07-17,2885.0,2915.5,2942.5,28.7,7.9,-4.6,4.1,-2.5,62.1,41.7,69.1,60.3,223.3,64.6,0,0,0,0,0,0
富士電機,6504,2024-07-17,9146.0,9619.0,10640.0,-15.2,4.3,-161.9,-1.3,-3.1,47.4,42.8,45.6,50.1,69.0,59.4,0,0,0,0,0,0
安川電機,6506,2024-07-17,5598.0,6360.0,6877.0,-86.4,-3.1,-87.0,-2.4,-3.6,41.1,41.1,37.4,41.5,63.9,66.4,0,0,0,0,0,1
シンフォニアテクノロジー,6507,2024-07-17,3420.0,3670.0,4040.0,19.8,-0.4,-48.7,-1.7,-3.0,50.1,42.5,47.5,52.3,93.9,67.5,0,0,0,0,0,0
明電舎,6508,2024-07-17,3685.0,4215.0,4340.0,-60.6,-0.4,-42.3,1.1,-2.9,50.0,41.6,47.6,43.0,53.1,60.0,0,0,0,0,0,1
山洋電気,6516,2024-07-17,7660.0,7530.0,7990.0,30.3,11.2,7.1,4.6,-3.3,61.0,39.8,69.1,55.6,278.1,64.1,0,0,0,1,0,0
デンヨー,6517,2024-07-17,2858.0,2959.0,2959.0,23.5,-0.1,20.8,2.2,-2.7,58.1,43.2,59.0,54.3,138.8,67.7,0,0,0,0,0,0
ＰＨＣホールディングス,6523,2024-07-17,1180.0,1200.0,1650.0,4.1,-0.2,14.4,1.8,-4.5,53.5,34.0,57.1,52.5,193.8,59.7,0,0,0,0,0,0
ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,6525,2024-07-17,5650.0,5910.0,,264.4,12.9,96.4,3.8,-4.0,61.7,46.4,62.4,64.1,102.5,61.8,0,0,0,0,0,0
ソシオネクスト,6526,2024-07-17,3811.0,4391.0,5666.0,-91.6,5.3,-115.0,-1.8,-5.0,44.2,42.9,42.4,42.9,72.9,60.7,0,0,0,0,0,0
ベイカレント・コンサルティング,6532,2024-07-17,4515.0,4509.0,5939.0,150.3,27.4,186.2,14.6,-4.7,75.7,41.2,84.5,69.5,372.1,60.5,0,0,0,1,0,0
Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,6533,2024-07-17,1324.0,1488.0,2116.0,-6.5,0.1,20.1,5.4,-5.7,54.8,37.7,55.8,49.1,140.0,51.2,0,0,0,0,0,0
アイモバイル,6535,2024-07-17,514.0,545.0,545.0,11.9,-0.7,9.3,0.0,-4.3,57.1,39.8,55.0,58.0,76.1,52.0,0,0,0,0,0,0
ＭＳ－Ｊａｐａｎ,6539,2024-07-17,1108.0,1112.0,1305.0,4.4,1.4,-2.7,1.6,-4.2,55.2,39.8,65.9,58.2,168.8,53.8,0,0,0,0,0,0
ジャパンエレベーターサービスホールディングス,6544,2024-07-17,2780.0,2869.0,2870.0,11.1,5.6,4.6,3.0,-3.6,57.6,40.9,61.2,54.5,111.9,67.7,0,0,0,0,0,0
ウェルビー,6556,2024-06-10,5975744000.0,1089.0,1126.0,95339488.3,95339488.1,381357936.8,450.0,-4.5,100.0,38.0,100.0,56.9,100.5,48.2,0,0,0,1,1,0
エル・ティー・エス,6560,2024-07-17,2163.0,2212.0,4275.0,-5.9,2.2,25.0,1.4,-6.0,49.8,39.0,55.8,50.4,105.1,52.8,0,0,0,0,0,0
ミダックホールディングス,6564,2024-07-17,1595.0,1588.0,3025.0,-2.7,2.0,20.8,4.8,-5.8,56.4,34.3,62.8,50.9,113.6,46.4,0,0,0,1,0,0
キュービーネットホールディングス,6571,2024-07-17,1395.0,1438.0,1750.0,43.5,6.7,41.0,6.8,-3.4,71.1,37.7,79.4,69.7,329.1,54.2,0,0,0,0,0,0
ＲＰＡホールディングス,6572,2024-07-17,283.0,287.0,487.0,1.9,-0.3,4.6,4.7,-5.1,55.4,37.3,57.5,51.6,166.6,50.8,0,0,0,0,0,0
三櫻工業,6584,2024-07-17,1037.0,1089.0,1214.0,7.9,0.5,-8.4,0.2,-4.4,52.0,40.4,54.1,54.2,172.6,58.1,0,0,0,0,0,0
マキタ,6586,2024-07-17,4979.0,4830.0,4914.0,19.1,13.6,18.2,6.5,-3.2,66.4,39.4,75.4,57.9,152.9,61.1,0,0,0,1,1,0
東芝テック,6588,2024-07-17,3555.0,3645.0,4420.0,96.6,-2.1,61.9,0.2,-2.8,62.7,38.4,63.1,67.4,206.2,52.7,0,0,0,0,0,0
芝浦メカトロニクス,6590,2024-07-17,8740.0,9740.0,9740.0,464.2,-6.9,270.7,-3.0,-4.8,59.0,43.3,55.2,68.9,149.5,58.6,0,0,0,0,0,0
マブチモーター,6592,2024-07-17,2378.5,2471.5,2838.0,-18.4,0.4,-27.8,0.5,-2.4,45.7,41.2,48.2,43.4,86.5,58.5,0,0,0,0,0,0
ニデック,6594,2024-07-17,7016.0,7788.0,8706.0,-77.1,-2.8,-19.7,-0.0,-3.7,48.2,36.9,45.3,43.9,73.2,55.5,0,0,0,0,0,0
ユー・エム・シー・エレクトロニクス,6615,2024-07-17,418.0,430.0,635.0,5.3,0.8,7.9,2.6,-6.1,59.5,34.7,61.5,58.1,131.4,44.3,0,0,0,0,0,0
