Name,Code,Date,Close,break_30d_day,break_52w_day,MACD_SIG_day,MACD_SIG_variation_day,MACD_HIST_week,EMA_25_Deviation_day,EMA_percentile_10,RSI_25_day,RSI_percentile_10,RSI_14_day,RSI_sig_14_day,vr_day,vr_percentile_10,MACD_Sign,EMA_dev_Sign,RSI_Sign,break_30d_Sign,break_52w_Sign,vr_Sign
資生堂,4911,2024-07-05,4647.0,5272.0,7160.0,-18.0,-9.0,61.9,-1.0,-3.5,48.2,36.7,42.9,46.2,69.0,54.4,0,0,0,0,0,0
ＥＮＥＯＳホールディングス,5020,2024-07-05,853.6,859.2,859.2,15.2,0.6,6.2,2.3,-2.5,61.0,40.3,63.1,59.8,158.4,54.5,0,0,0,0,0,0
ブリヂストン,5108,2024-07-05,6313.0,6970.0,7058.0,-108.8,-2.8,-80.8,-0.6,-2.2,40.9,40.8,37.9,36.0,65.7,61.9,0,0,0,0,0,0
日本製鉄,5401,2024-07-05,3492.0,3473.0,3847.0,2.8,4.2,-14.0,2.0,-3.9,55.4,41.3,63.1,54.1,141.2,51.2,0,0,0,1,0,0
住友金属鉱山,5713,2024-07-05,5284.0,5303.0,5648.0,-32.0,9.2,1.4,6.3,-3.5,59.0,40.2,65.3,49.4,137.5,60.8,0,0,0,0,0,0
住友電気工業,5802,2024-07-05,2426.0,2721.5,2721.5,4.9,-4.8,-11.6,-2.2,-2.7,46.8,41.0,39.6,47.4,131.1,66.7,0,0,0,0,0,0
リクルートホールディングス,6098,2024-07-05,8962.0,8763.0,8763.0,256.5,10.5,142.6,4.9,-3.8,69.7,39.9,73.9,67.2,185.1,59.5,0,0,0,1,1,0
日本郵政,6178,2024-07-05,1655.5,1663.5,1663.5,27.9,3.0,5.2,3.2,-2.5,67.2,41.8,75.1,66.1,333.2,52.4,0,0,0,0,0,0
ＳＭＣ,6273,2024-07-05,80390.0,83470.0,93220.0,-935.2,131.0,-913.7,3.2,-3.2,52.1,41.8,59.2,46.2,130.7,64.3,0,0,0,0,0,0
小松製作所,6301,2024-07-05,4967.0,4908.0,4908.0,32.7,11.5,12.4,4.5,-2.9,62.3,40.3,69.6,57.8,109.5,60.6,0,0,0,1,1,0
クボタ,6326,2024-07-05,2283.5,2307.5,2565.0,-14.4,2.2,-23.2,1.1,-3.1,50.0,40.1,53.9,48.1,131.6,61.8,0,0,0,0,0,0
ダイキン工業,6367,2024-07-05,22925.0,24340.0,31330.0,-70.4,-8.3,176.4,1.2,-3.0,52.0,39.8,52.0,47.6,107.6,65.4,0,0,0,0,0,0
日立製作所,6501,2024-07-05,3749.0,3759.0,3759.0,134.3,4.3,60.6,3.7,-2.7,69.1,42.3,71.1,68.9,117.6,59.8,0,0,0,0,0,0
三菱電機,6503,2024-07-05,2750.5,2875.0,2942.5,-31.5,6.3,-21.4,5.5,-2.5,57.5,41.5,63.6,48.2,139.2,63.1,0,0,0,0,0,0
ニデック,6594,2024-07-05,7035.0,8066.0,8706.0,-11.9,-10.9,33.7,-2.0,-3.7,47.8,36.9,41.8,47.2,64.0,56.0,0,0,0,0,0,0
オムロン,6645,2024-07-05,5834.0,5852.0,9329.0,62.7,13.9,82.5,3.5,-3.4,60.2,37.1,68.7,59.9,107.6,67.4,0,0,0,0,0,0
富士通,6702,2024-07-05,2625.5,2673.5,2673.5,36.7,5.7,-0.9,3.2,-2.3,62.2,43.0,67.3,61.7,191.7,61.4,0,0,0,0,0,0
ルネサスエレクトロニクス,6723,2024-07-05,3297.0,3220.0,3220.0,63.8,0.9,51.6,6.5,-3.7,66.0,43.6,71.2,60.4,114.7,71.8,0,0,0,1,1,0
パナソニック　ホールディングス,6752,2024-07-05,1332.0,1411.5,1808.0,-10.5,1.0,-1.5,1.2,-3.2,49.2,40.2,52.5,46.9,156.5,56.0,0,0,0,0,0,0
ソニーグループ,6758,2024-07-05,13935.0,13995.0,14915.0,154.0,23.7,91.4,2.5,-2.8,61.6,42.1,69.0,61.1,273.2,62.0,0,0,0,0,0,0
キーエンス,6861,2024-07-05,72900.0,73400.0,75040.0,201.9,82.6,2.1,2.4,-3.2,58.0,39.6,63.1,54.5,137.7,64.3,0,0,0,0,0,0
シスメックス,6869,2024-07-05,2525.0,2805.5,3480.0,-23.3,0.3,-6.3,-0.5,-3.6,45.9,37.5,44.6,44.7,66.8,55.5,0,0,0,0,0,0
デンソー,6902,2024-07-05,2573.0,2596.5,2993.5,-24.0,5.8,-38.7,2.4,-3.2,52.2,40.8,61.7,48.7,127.7,56.1,0,0,0,0,0,0
レーザーテック,6920,2024-07-05,34480.0,45500.0,45500.0,-1182.4,-3.4,-1101.2,-2.0,-5.0,41.9,42.1,39.1,39.8,51.9,65.3,0,0,1,0,0,1
ファナック,6954,2024-07-05,4498.0,4642.0,5334.0,-27.6,7.4,-11.7,2.1,-3.0,53.9,39.3,58.9,49.6,89.3,61.1,0,0,0,0,0,0
京セラ,6971,2024-07-05,1926.5,1949.5,2333.5,3.8,3.0,-6.8,2.2,-2.4,56.0,39.8,63.9,55.3,175.6,62.2,0,0,0,0,0,0
村田製作所,6981,2024-07-05,3608.0,3598.0,3598.0,105.1,4.8,71.2,6.3,-2.7,73.5,41.5,79.6,71.5,261.3,60.0,0,0,0,1,1,0
三菱重工業,7011,2024-07-05,2044.5,1946.5,1946.5,95.0,9.5,44.0,14.4,-3.0,78.9,39.1,86.8,74.1,614.2,58.5,0,0,0,1,1,0
日産自動車,7201,2024-07-05,566.6,573.3,712.5,-2.6,0.8,-1.0,3.0,-3.8,53.9,39.3,60.4,50.1,89.6,58.9,0,0,0,0,0,0
トヨタ自動車,7203,2024-07-05,3359.0,3452.0,3891.0,-36.2,8.5,-67.1,2.4,-2.4,51.8,43.5,58.1,48.6,55.1,59.4,0,0,0,0,0,1
本田技研工業,7267,2024-07-05,1750.0,1801.5,1959.5,-5.5,2.4,-16.6,1.4,-2.7,52.3,42.7,56.4,50.6,90.8,60.6,0,0,0,0,0,0
スズキ,7269,2024-07-05,1808.5,1957.0,1957.0,-3.2,-1.2,-6.5,-0.5,-3.3,49.4,40.6,47.0,48.1,60.3,64.5,0,0,0,0,0,1
ＳＵＢＡＲＵ,7270,2024-07-05,3517.0,3606.0,3610.0,9.0,3.8,-15.2,2.4,-3.2,56.5,41.5,60.9,53.6,94.6,54.6,0,0,0,0,0,0
シマノ,7309,2024-07-05,24860.0,26765.0,27165.0,-134.2,-21.9,-3.4,-0.7,-2.9,47.7,40.8,41.1,43.8,90.4,63.1,0,0,0,0,0,0
オリンパス,7733,2024-07-05,2595.0,2713.0,2713.0,28.9,-3.0,31.1,0.8,-3.0,57.0,42.2,55.1,55.0,154.4,65.7,0,0,0,0,0,0
ＨＯＹＡ,7741,2024-07-05,19470.0,19570.0,20095.0,76.0,20.4,-8.7,2.3,-2.9,57.7,42.4,62.2,54.7,232.2,66.0,0,0,0,0,0,0
キヤノン,7751,2024-07-05,4393.0,4703.0,4703.0,-11.6,-0.3,-31.8,-0.4,-2.4,48.9,40.5,47.0,48.3,144.2,57.8,0,0,0,0,0,0
バンダイナムコホールディングス,7832,2024-07-05,3068.0,3175.0,3521.0,25.3,1.5,20.4,-0.9,-2.7,52.8,41.0,51.7,57.4,217.6,59.9,0,0,0,0,0,0
任天堂,7974,2024-07-05,8859.0,8995.0,9028.0,100.4,4.2,19.5,1.5,-2.5,58.9,40.8,61.7,58.1,140.9,68.9,0,0,0,0,0,0
伊藤忠商事,8001,2024-07-05,8131.0,8039.0,8039.0,133.6,15.9,60.3,4.1,-1.8,67.2,44.9,72.8,63.3,164.7,71.0,0,0,0,1,1,0
丸紅,8002,2024-07-05,3127.0,3137.0,3137.0,12.0,3.3,11.8,3.2,-2.7,61.7,42.8,65.7,55.3,108.8,60.9,0,0,0,0,0,0
三井物産,8031,2024-07-05,3846.0,4119.5,4182.5,-42.7,3.2,-36.5,2.7,-2.5,53.7,44.9,55.7,45.2,64.9,71.1,0,0,0,0,0,1
東京エレクトロン,8035,2024-07-05,36520.0,37550.0,40860.0,-66.5,46.5,-563.1,3.3,-3.4,54.8,43.4,60.0,51.1,125.9,69.4,0,0,0,0,0,0
住友商事,8053,2024-07-05,4128.0,4145.0,4433.0,-8.8,6.4,-19.1,2.4,-2.1,57.2,43.6,60.8,52.0,117.6,65.1,0,0,0,0,0,0
三菱商事,8058,2024-07-05,3382.0,3402.0,3775.0,-40.0,10.2,-61.7,4.3,-2.3,56.2,42.8,63.3,47.6,94.9,56.5,0,0,0,0,0,0
ユニ・チャーム,8113,2024-07-05,5298.0,5321.0,5958.0,53.5,-3.0,62.9,1.9,-2.3,59.2,41.5,61.6,56.9,204.7,66.6,0,0,0,0,0,0
イオン,8267,2024-07-05,3474.0,3558.0,3697.0,16.9,-0.1,-4.9,0.7,-2.1,54.4,41.9,56.6,54.3,194.8,56.5,0,0,0,0,0,0
三菱ＵＦＪフィナンシャル・グループ,8306,2024-07-05,1826.5,1818.0,1818.0,26.3,6.2,8.5,5.8,-2.1,68.4,43.8,75.4,62.9,135.1,65.8,0,0,0,1,1,0
りそなホールディングス,8308,2024-07-05,1071.0,1107.0,1107.0,11.5,1.6,2.0,1.4,-2.5,58.6,41.3,60.6,58.0,102.8,63.0,0,0,0,0,0,0
三井住友トラスト・ホールディングス,8309,2024-07-05,3810.0,3807.0,3807.0,48.1,3.8,24.1,3.0,-2.3,63.7,43.2,67.2,60.4,194.4,60.3,0,0,0,1,1,0
三井住友フィナンシャルグループ,8316,2024-07-05,11265.0,11130.0,11130.0,237.4,21.5,132.4,5.1,-2.0,74.3,43.3,81.1,69.6,201.7,60.9,0,0,0,1,1,0
みずほフィナンシャルグループ,8411,2024-07-05,3534.0,3498.0,3498.0,54.5,9.9,21.1,5.3,-2.0,70.3,42.7,78.3,65.9,171.1,63.4,0,0,0,1,1,0
オリックス,8591,2024-07-05,3688.0,3697.0,3697.0,49.0,5.4,17.5,3.2,-2.5,66.7,43.6,73.5,63.9,271.2,60.5,0,0,0,0,0,0
野村ホールディングス,8604,2024-07-05,959.6,998.0,1006.0,1.0,1.4,-9.4,2.0,-2.6,55.3,42.5,57.9,52.7,134.2,58.4,0,0,0,0,0,0
ＳＯＭＰＯホールディングス,8630,2024-07-05,3465.0,3595.0,3595.0,56.2,4.2,0.4,1.1,-2.3,58.4,43.4,59.7,59.3,146.3,71.9,0,0,0,0,0,0
日本取引所グループ,8697,2024-07-05,3993.0,3915.0,4344.0,4.3,7.4,-35.2,4.9,-2.8,58.2,41.5,64.4,53.1,128.7,61.0,0,0,0,1,0,0
ＭＳ＆ＡＤインシュアランスグループホールディングス,8725,2024-07-05,3864.0,3878.0,3878.0,123.4,15.8,63.3,7.6,-2.2,75.7,43.1,82.5,71.1,174.0,64.0,0,0,0,0,0,0
第一生命ホールディングス,8750,2024-07-05,4696.0,4649.0,4649.0,111.7,14.8,61.4,6.8,-2.9,71.4,42.8,78.4,66.6,131.1,64.3,0,0,0,1,1,0
東京海上ホールディングス,8766,2024-07-05,6228.0,6348.0,6348.0,190.3,15.6,82.0,3.8,-2.1,69.5,45.0,72.8,68.8,193.2,63.7,0,0,0,0,0,0
三井不動産,8801,2024-07-05,1502.0,1537.5,1709.5,-6.0,2.0,-23.9,2.0,-2.8,52.8,42.1,57.1,50.4,219.5,66.4,0,0,0,0,0,0
三菱地所,8802,2024-07-05,2623.5,2710.0,3082.0,-43.5,5.1,-51.8,3.4,-2.3,52.0,41.6,57.3,44.7,109.7,58.8,0,0,0,0,0,0
住友不動産,8830,2024-07-05,5020.0,5093.0,6062.0,-80.2,11.9,-99.5,4.2,-3.0,52.9,41.1,60.4,45.5,183.1,58.8,0,0,0,0,0,0
東日本旅客鉄道,9020,2024-07-05,2638.0,2901.0,3108.3,-48.7,3.1,-38.8,0.6,-2.7,44.2,39.7,46.6,41.4,66.3,56.9,0,0,0,0,0,0
西日本旅客鉄道,9021,2024-07-05,2922.0,3259.0,3327.0,-45.0,1.4,-27.4,-0.9,-3.2,42.1,39.5,39.6,40.6,82.4,57.4,0,0,0,0,0,0
東海旅客鉄道,9022,2024-07-05,3496.0,3583.0,4027.0,-21.9,5.4,-22.0,1.6,-2.8,51.4,39.6,57.9,48.7,109.4,54.2,0,0,0,0,0,0
日本郵船,9101,2024-07-05,4980.0,5215.0,5236.0,-0.1,8.1,16.3,3.0,-3.7,56.4,41.4,58.9,52.5,75.0,59.0,0,0,0,0,0,0
ＡＮＡホールディングス,9202,2024-07-05,3013.0,3069.0,3510.0,-10.2,3.3,-8.1,1.0,-2.8,51.5,40.8,57.5,50.5,148.2,57.5,0,0,0,0,0,0
日本電信電話,9432,2024-07-05,156.7,158.5,192.9,-1.3,0.4,-1.6,1.9,-1.7,50.4,41.7,60.6,49.4,119.5,57.1,0,0,0,0,0,0
ＫＤＤＩ,9433,2024-07-05,4390.0,4411.0,5080.0,-12.8,6.5,-7.6,1.8,-1.9,54.9,41.8,62.9,51.5,128.7,59.9,0,0,0,0,0,0
ソフトバンク,9434,2024-07-05,2035.5,2010.5,2064.5,15.4,1.6,1.1,2.4,-1.5,62.8,41.7,68.6,59.6,259.8,66.3,0,0,0,1,0,0
セコム,9735,2024-07-05,9429.0,10090.0,11860.0,-156.2,9.8,-173.1,-0.7,-2.1,38.6,39.3,39.6,38.6,81.9,58.0,0,0,0,0,0,0
ニトリホールディングス,9843,2024-07-05,16535.0,18200.0,24420.0,-486.2,23.0,-668.3,-2.0,-3.2,35.7,38.0,34.7,36.7,84.9,58.2,0,0,1,0,0,0
ファーストリテイリング,9983,2024-07-05,42220.0,42300.0,48040.0,-66.4,56.6,-365.9,2.6,-2.9,55.3,40.2,61.9,51.9,184.0,56.9,0,0,0,0,0,0
ソフトバンクグループ,9984,2024-07-05,11300.0,10730.0,10730.0,409.1,14.1,211.3,7.8,-3.9,75.3,38.2,82.9,72.8,294.2,57.8,0,0,0,1,1,0
Direxion デイリー 半導体株 ブル3倍 ETF,SOXL,2024-07-03,60.4,66.2,66.2,2.5,-0.1,1.1,6.0,-10.5,59.8,41.6,61.3,58.2,104.6,71.0,0,0,0,0,0,0
BTC-JPY,BTC-JPY,2024-07-05,8919969.0,11205430.0,11253177.0,-179677.2,-15509.9,-266028.5,-8.7,-4.8,35.5,39.1,27.9,39.8,50.9,64.8,0,1,1,0,0,1
